time 	x0 	y0 	psi 	u 	v 	heave 	trim 	roll 	z_VF 	z_VA 	n 	T_p 	Qp 	drud 	Xrud 	Yrud 	Qrud 	WG1 	WG2 	WG3 	WG4 	x_0WM 	
s 	m 	m 	° 	m/s 	m/s 	mm 	mm/m 	° 	mm 	mm 	rps 	N 	Nmm 	° 	N 	N 	Nmm 	mm 	mm 	mm 	mm 	mm 	
66.7500	34.2515	0.0063	-0.3300	0.9040	-0.0052	8.5533	1.0594	0.5321	6.4451	10.6614	13.3753	8.3248	-141.9079	-5.3724	0.1753	-1.1345	5.3974	30.0810	25.0789	6.6734	-31.2752	-22.3213
66.7750	34.2741	0.0063	-0.3500	0.8840	-0.0054	6.6245	0.9501	0.8548	4.7339	8.5152	13.8970	8.3720	-142.3249	-5.2532	0.1418	-0.6843	-22.4762	28.0121	23.7534	10.7027	-28.1934	-18.5582
66.8000	34.2962	0.0063	-0.3700	0.9000	-0.0098	7.3528	2.3851	0.2821	2.6065	12.0990	13.4453	8.6046	-139.3937	-4.9814	0.1321	-0.7694	-7.6837	25.8277	20.4615	15.8386	-22.6613	-15.1029
66.8250	34.3187	0.0064	-0.4000	0.8800	-0.0061	6.9264	1.9602	-0.7187	3.0257	10.8272	13.7454	8.4134	-142.9566	-5.0165	0.1983	-1.3524	17.5573	23.4925	18.1843	20.0197	-17.3317	-10.4771
66.8500	34.3407	0.0064	-0.4100	0.8839	-0.0103	7.0757	1.0618	0.1713	4.9627	9.1888	13.5391	8.6052	-139.8865	-5.0440	0.1188	-0.7726	-10.8340	22.2405	14.0524	24.7345	-11.4226	-7.1803
66.8750	34.3628	0.0065	-0.4300	0.8640	-0.0025	6.6138	1.9804	-0.0115	2.6727	10.5548	13.7284	8.5271	-142.4259	-5.0501	0.2405	-0.8334	-11.2047	19.5234	10.7459	26.2914	-4.1941	-4.9374
66.9000	34.3844	0.0064	-0.4500	0.8760	-0.0069	7.2149	1.0085	-0.0071	5.2079	9.2218	13.4246	8.3242	-141.2257	-4.9936	0.0747	-0.8653	11.6981	16.5665	5.4730	28.4848	1.4088	-0.8012
66.9250	34.4063	0.0064	-0.4600	0.8559	-0.0109	7.8522	0.7763	-0.1528	6.3075	9.3970	13.7631	8.4787	-139.7222	-4.9661	0.1461	-0.5470	-10.9812	10.9903	1.8218	30.1886	5.9136	0.7236
66.9500	34.4277	0.0065	-0.4800	0.8680	-0.0033	8.6686	0.0614	-0.2330	8.5464	8.7907	13.5257	8.4536	-138.5599	-5.0929	0.1195	-1.0784	-10.6487	7.6783	-2.1159	32.5974	10.2913	6.1748
66.9750	34.4494	0.0064	-0.5000	0.8479	-0.0114	7.3857	0.0479	0.2476	7.2905	7.4810	13.6371	8.1575	-143.5504	-5.1738	0.2307	-0.8710	8.1826	3.5671	-6.5342	30.8250	15.8564	10.6420
67.0000	34.4706	0.0065	-0.5200	0.8559	-0.0118	6.0594	-0.3664	-0.0305	6.7886	5.3302	13.6493	8.3889	-135.5908	-4.9585	-0.0243	-0.4763	-7.0405	-1.1479	-9.6854	31.2755	17.4916	12.3580
67.0250	34.4920	0.0066	-0.5300	0.8360	-0.0037	6.3245	-1.9671	-0.1892	10.2390	2.4100	13.5305	8.3201	-138.0418	-5.1204	0.2476	-1.0682	-9.0572	-4.5842	-13.6279	31.1188	20.6770	15.8180
67.0500	34.5129	0.0065	-0.5400	0.8520	-0.0080	8.2433	-2.8356	0.2799	13.8861	2.6005	13.7607	7.9599	-137.1574	-4.8882	-0.0619	-0.6011	-0.6472	-8.3224	-17.9540	29.3220	21.0728	19.4133
67.0750	34.5342	0.0065	-0.5600	0.8399	-0.0122	8.8088	-3.0857	0.6175	14.9493	2.6682	13.3619	8.0800	-133.5061	-4.6957	0.1075	-0.0544	-6.7080	-11.2348	-21.5130	28.2204	22.0436	20.9101
67.1000	34.5552	0.0066	-0.5700	0.8560	-0.0045	8.6019	-3.6236	-0.1484	15.8129	1.3908	13.7862	7.9955	-132.7860	-4.5965	0.0796	-0.8802	1.0425	-16.5447	-25.0720	26.5264	21.6807	23.3862
67.1250	34.5766	0.0065	-0.5900	0.8440	-0.0087	8.3697	-3.3585	0.3722	15.0532	1.6863	13.5975	7.9075	-133.8599	-4.5461	0.1626	-0.7754	-4.0864	-20.9400	-28.3056	24.5289	19.0372	24.2909
67.1500	34.5977	0.0065	-0.6100	0.8560	-0.0091	9.2168	-3.5644	0.8013	16.3100	2.1236	13.7473	7.9675	-134.1252	-4.3063	-0.0113	-0.0229	-5.7978	-24.3053	-30.1701	22.7125	16.8790	26.0535
67.1750	34.6191	0.0065	-0.6200	0.8440	-0.0091	8.9905	-3.0588	0.0695	15.0774	2.9035	13.5926	7.9366	-129.7032	-4.4468	0.1052	-1.1259	2.3288	-28.4875	-30.6653	20.1274	12.0537	27.0654
67.2000	34.6402	0.0065	-0.6300	0.8599	-0.0095	8.2982	-3.1078	0.4272	14.4827	2.1137	13.8307	7.9249	-132.4449	-4.4453	0.1629	-1.0478	0.2304	-31.0270	-31.4616	15.9610	7.0870	27.8115
67.2250	34.6617	0.0065	-0.6400	0.8480	-0.0055	8.6289	-2.0115	-0.3747	12.6318	4.6261	13.3680	7.9809	-135.5529	-4.2177	-0.0794	-0.2727	-18.0668	-34.8629	-30.5488	13.0822	1.9177	25.5499
67.2500	34.6829	0.0064	-0.6600	0.8720	-0.0060	8.0632	-2.0960	-0.2953	12.2343	3.8921	13.9330	8.0351	-133.9104	-4.0145	0.3336	-0.4211	0.0124	-35.0405	-28.0434	9.2633	-2.8841	26.5944
67.2750	34.7047	0.0063	-0.6700	0.8600	-0.0061	8.0920	-1.1806	0.3362	10.4413	5.7427	13.4605	8.1698	-134.3779	-3.7686	-0.1011	-0.9784	-0.7725	-36.1327	-25.0477	5.8803	-10.6027	23.5121
67.3000	34.7262	0.0062	-0.6800	0.8759	-0.0104	7.8099	-1.5192	0.3913	10.8330	4.7867	13.8276	8.2811	-140.5308	-3.7396	0.3449	-0.7528	-6.8225	-35.2980	-21.5324	2.0125	-15.0086	20.9288
67.3250	34.7481	0.0062	-0.7000	0.8720	-0.0067	9.0708	-1.4206	-0.5964	11.8978	6.2437	13.4977	8.3907	-137.5617	-3.5578	-0.0658	-0.5400	-7.9780	-31.7551	-16.7305	-2.0022	-21.2617	18.5972
67.3500	34.7699	0.0061	-0.7000	0.8840	-0.0028	7.5382	0.3315	-0.5525	6.8786	8.1977	13.7528	8.4192	-140.6950	-3.1531	0.3624	0.3343	1.6475	-29.9881	-12.4092	-4.3865	-25.4179	16.1445
67.3750	34.7920	0.0059	-0.7100	0.8800	-0.0069	8.9883	-0.0157	0.1707	9.0194	8.9571	13.5665	8.5294	-142.4638	-3.0278	-0.1482	-0.1618	2.7158	-24.4119	-9.5688	-7.3779	-29.5835	12.2041
67.4000	34.8140	0.0058	-0.7200	0.8959	-0.0113	8.0232	1.4977	0.2985	5.0428	11.0036	13.7655	8.5177	-139.6338	-3.0935	0.4448	-0.7356	4.4763	-20.3717	-5.4467	-11.4465	-31.7229	6.6084
67.4250	34.8364	0.0058	-0.7300	0.8840	-0.0033	6.4875	1.3795	0.4971	3.7423	9.2327	13.3978	8.7078	-142.9060	-2.8384	-0.0006	0.4754	-17.0312	-13.1617	-1.3439	-13.8846	-30.6391	2.4956
67.4500	34.8585	0.0056	-0.7400	0.9000	-0.0076	7.8701	1.5858	-0.0039	4.7143	11.0258	13.9299	8.7433	-145.6477	-2.3237	0.2106	0.8227	1.2169	-7.5943	1.8072	-16.2885	-28.8437	0.9241
67.4750	34.8810	0.0055	-0.7400	0.8880	-0.0075	8.0915	0.6878	0.9424	6.7228	9.4603	13.6486	8.6984	-143.8789	-2.4153	0.1389	-0.6451	17.8571	-3.3677	6.4878	-18.9372	-24.3671	-4.3032
67.5000	34.9032	0.0054	-0.7500	0.9040	-0.0078	7.6061	1.5533	-0.0104	4.5149	10.6972	13.6876	8.5929	-141.7816	-2.2244	0.1529	-0.1506	-9.4932	2.8745	9.3476	-20.7634	-19.8434	-5.6881
67.5250	34.9258	0.0053	-0.7500	0.8840	-0.0036	7.3600	2.3225	-0.4152	2.7382	11.9818	13.6523	8.6337	-142.4133	-2.1267	0.1662	0.5745	-2.2005	5.7337	13.3824	-23.1184	-14.2735	-10.8035
67.5500	34.9479	0.0051	-0.7500	0.9039	-0.0118	6.9849	1.8251	-0.9980	3.3530	10.6168	13.4136	8.4536	-143.4746	-1.5859	0.1126	0.1648	23.1658	9.3831	16.2228	-25.3313	-6.7528	-12.9252
67.5750	34.9705	0.0051	-0.7500	0.8800	-0.0035	7.9038	1.4276	-0.8709	5.0629	10.7448	13.7534	8.3726	-141.3268	-1.4088	0.0345	0.5006	-3.4977	15.9627	19.1505	-25.2628	-1.5317	-16.0775
67.6000	34.9925	0.0049	-0.7600	0.9000	-0.0079	7.7969	-0.1473	-0.2910	8.0899	7.5038	13.4057	8.4525	-139.3937	-1.1873	0.0802	0.3629	-4.1736	18.6621	21.7093	-25.7818	4.2691	-20.0084
67.6250	35.0150	0.0048	-0.7500	0.8800	-0.0075	7.5105	-0.3471	1.2112	8.2012	6.8197	13.6170	8.4192	-139.2800	-1.1293	0.0922	-0.0175	12.6955	21.0773	23.5252	-24.2885	9.3017	-21.8317
67.6500	35.0370	0.0047	-0.7400	0.8920	-0.0035	6.3468	-1.1847	0.4317	8.7045	3.9892	13.5878	8.4571	-143.2851	-0.5687	-0.0363	0.7593	1.8928	23.8832	25.5984	-24.2053	12.8783	-24.2146
67.6750	35.0593	0.0045	-0.7400	0.8800	-0.0034	8.8995	-0.6913	0.9286	10.2751	7.5239	13.8873	8.3942	-138.2314	-0.5351	0.1769	0.4509	7.1524	24.8688	26.9239	-21.7965	16.9449	-24.4990
67.7000	35.0813	0.0043	-0.7400	0.8920	-0.0075	7.9548	-0.9143	-0.5358	9.7744	6.1353	13.4654	7.9174	-136.8542	-0.3533	0.0134	0.1068	24.1742	26.9821	28.2883	-18.7561	20.0974	-26.3689
67.7250	35.1036	0.0042	-0.7400	0.8721	0.0007	7.6989	-1.2175	-0.3296	10.1217	5.2760	13.8788	8.0508	-137.4228	-0.2082	0.0030	0.6924	-11.9732	30.4806	28.8952	-14.6386	21.1906	-25.2031
67.7500	35.1254	0.0039	-0.7300	0.8840	-0.0073	9.3590	-1.9674	-0.0120	13.2742	5.4438	13.4489	8.2036	-131.7500	0.2805	-0.0210	1.1289	1.1569	31.7148	28.5553	-11.5689	22.1048	-27.5953
67.7750	35.1475	0.0038	-0.7200	0.8680	-0.0069	8.6368	-1.8391	-0.2270	12.2965	4.9771	13.7546	8.0112	-135.1991	0.4547	0.0069	0.6678	21.9231	30.7292	27.6085	-7.8773	21.9635	-25.8373
67.8000	35.1692	0.0037	-0.7000	0.8840	-0.0028	8.3443	-2.9407	0.1503	14.1964	2.4923	13.5738	8.1295	-131.8763	0.7632	-0.0697	0.6691	3.7132	28.2341	27.5017	-5.1013	19.7016	-24.6575
67.8250	35.1913	0.0035	-0.6900	0.8640	-0.0064	8.5518	-2.9963	-0.5251	14.5143	2.5892	13.7887	8.1482	-134.2768	0.9618	-0.0755	0.7007	0.2958	29.1309	24.9672	-2.3302	16.2240	-23.7669
67.8500	35.2129	0.0034	-0.6800	0.8760	-0.0064	9.6963	-2.8840	-1.5912	15.4355	3.9571	13.3582	7.9430	-134.4663	1.2642	0.0912	1.1795	18.9417	29.6725	23.9088	0.9451	13.5474	-18.9686
67.8750	35.2348	0.0033	-0.6800	0.8560	-0.0022	10.4680	-2.7708	-0.0380	15.9818	4.9541	13.7935	8.0584	-133.3419	1.7132	-0.1067	1.2053	6.0732	28.3850	22.4425	4.4849	7.9823	-17.1453
67.9000	35.2562	0.0031	-0.6600	0.8720	-0.0060	8.4346	-2.0690	-0.2850	12.5518	4.3174	13.5378	8.1820	-135.3002	1.7667	0.2525	0.8689	7.2669	26.7068	18.8738	7.7652	3.4067	-16.7583
67.9250	35.2780	0.0030	-0.6500	0.8560	-0.0057	9.2965	-1.8367	0.1804	12.9514	5.6416	13.8964	8.0567	-136.9679	2.0279	-0.0703	0.9986	13.9491	21.8231	15.8683	11.5546	-2.2715	-10.4025
67.9500	35.2994	0.0029	-0.6300	0.8680	-0.0055	8.3321	-1.1540	0.9592	10.6286	6.0357	13.4715	8.3918	-136.5257	2.5075	0.0711	1.7817	1.0152	19.8430	12.4404	14.2327	-7.9544	-5.6648
67.9750	35.3211	0.0028	-0.6100	0.8560	-0.0011	8.9962	-1.9108	0.1687	12.7987	5.1937	13.6255	8.3061	-137.9408	2.9688	0.1600	1.3710	15.3662	16.9217	9.4496	16.4946	-15.1971	-4.9886
68.0000	35.3425	0.0026	-0.6000	0.8641	0.0030	8.5256	-1.1358	0.8519	10.7859	6.2653	13.6791	8.3475	-142.0974	3.2529	0.2628	1.2206	25.0190	13.8406	4.0553	18.0222	-20.2675	5.4240
68.0250	35.3641	0.0023	-0.5800	0.8600	-0.0047	7.9762	-0.4876	-0.8808	8.9466	7.0058	13.5251	8.6856	-141.4531	3.4499	-0.1612	1.3188	-3.4705	12.0558	0.2147	20.0638	-25.8797	4.9810
68.0500	35.3856	0.0022	-0.5700	0.8640	-0.0006	8.6656	-0.5537	0.4185	9.7675	7.5636	13.5707	8.6850	-142.0090	3.7615	0.4062	1.5778	13.6712	5.8136	-3.1404	21.4102	-29.3950	10.4089
68.0750	35.4072	0.0020	-0.5600	0.8480	-0.0043	7.8115	-0.2097	0.6457	8.2287	7.3943	13.7735	8.5376	-142.2238	4.0013	-0.0593	1.3350	26.4797	2.5815	-7.3985	20.6660	-31.0207	13.2020
68.1000	35.4284	0.0019	-0.5400	0.8720	-0.0002	8.5075	0.6233	-0.9053	7.2671	9.7480	13.7223	8.6798	-141.8321	3.9555	0.1350	1.0941	6.6891	-0.5085	-10.8652	21.7235	-31.6192	14.5543
68.1250	35.4502	0.0017	-0.5100	0.8480	-0.0035	7.3096	1.9388	-0.7306	3.4514	11.1679	13.4380	8.6833	-144.4095	4.2319	0.1970	1.1098	7.4631	-6.5554	-15.1719	21.4199	-31.7087	16.8952
68.1500	35.4714	0.0016	-0.4800	0.8680	-0.0033	7.0674	1.2007	-0.2287	4.6781	9.4568	13.7156	8.6413	-145.0033	4.6077	0.2343	2.1395	24.0488	-8.2425	-19.5951	20.1421	-27.7457	18.9143
68.1750	35.4931	0.0015	-0.4700	0.8480	0.0010	6.5613	2.7188	-0.2284	1.1508	11.9718	13.5634	8.7783	-144.8265	4.5389	-0.0333	1.2697	16.0203	-15.4437	-22.4258	20.3477	-21.7471	23.7779
68.2000	35.5143	0.0013	-0.4600	0.8600	-0.0029	6.6346	1.2680	0.1930	4.1112	9.1580	13.9573	8.6396	-143.3609	4.7375	0.4078	0.7943	22.2501	-18.6136	-26.2178	19.1042	-16.2951	23.7499
68.2250	35.5358	0.0012	-0.4500	0.8560	-0.0027	6.5321	1.1274	-0.5306	4.2885	8.7757	13.5573	8.4600	-139.9749	4.6825	-0.0269	1.8642	16.7670	-23.1688	-28.5532	18.7810	-9.5519	26.2307
68.2500	35.5572	0.0011	-0.4300	0.8680	-0.0065	8.1250	1.2531	-0.1926	5.6314	10.6186	13.7619	8.6879	-145.8498	5.1148	0.1921	2.1815	26.2508	-24.7404	-30.1215	18.2180	-3.8218	26.5618
68.2750	35.5789	0.0011	-0.4100	0.8600	-0.0022	7.3182	1.3480	-0.3086	4.6356	10.0007	13.5287	8.5690	-142.7039	5.1041	0.2502	1.0110	17.5028	-28.3721	-30.4080	17.0136	0.4946	25.8530
68.3000	35.6004	0.0010	-0.3800	0.8720	-0.0018	7.2877	0.5832	-0.1656	6.1272	8.4482	13.9141	8.5137	-138.7367	5.2629	-0.0123	1.3732	26.5887	-32.8917	-31.4907	15.6232	6.9786	24.7432
68.3250	35.6222	0.0009	-0.3600	0.8680	0.0025	8.0133	-0.7206	-0.6903	9.4472	6.5793	13.5525	8.3918	-142.4133	5.3469	0.1464	1.8489	26.2671	-34.6853	-28.8203	14.5558	11.8605	26.4312
68.3500	35.6439	0.0007	-0.3500	0.8880	-0.0054	7.5477	-1.5485	0.3555	10.6292	4.4662	13.7424	8.3959	-137.2585	5.1713	0.1386	1.3634	24.4303	-35.9284	-26.1547	12.5387	15.4606	25.2608
68.3750	35.6661	0.0007	-0.3400	0.8800	-0.0012	6.9016	-0.9677	0.8882	8.8273	4.9760	13.4002	8.2245	-137.4101	5.2400	0.1457	1.6217	21.7051	-34.2769	-23.5280	10.3013	18.8534	23.0132
68.4000	35.6881	0.0006	-0.3300	0.8880	-0.0011	8.6064	-0.8742	0.2687	10.3462	6.8667	14.0468	8.2601	-138.4461	5.1377	-0.0466	2.0758	23.7163	-33.5488	-19.4543	8.2156	20.7383	18.8584
68.4250	35.7103	0.0005	-0.3000	0.8880	0.0034	8.8723	-3.0560	-0.3152	14.9538	2.7907	13.6243	8.1826	-135.3507	5.1194	0.2044	1.6791	33.0693	-32.7763	-14.8466	4.9109	21.5912	17.2310
68.4500	35.7325	0.0003	-0.2800	0.9000	-0.0044	8.1785	-1.3190	-0.5933	10.8034	5.5537	13.6316	8.1103	-134.6180	5.1362	-0.0437	1.7527	16.3582	-27.9991	-11.4770	1.6012	21.2331	13.2160
68.4750	35.7550	0.0003	-0.2500	0.8880	0.0001	8.0774	-2.3468	-0.2952	12.7476	3.4073	13.6316	8.1429	-134.4158	5.2492	0.0251	2.1764	15.8895	-22.3874	-8.2433	-0.9643	20.7053	10.7213
68.5000	35.7772	0.0002	-0.2400	0.9000	0.0002	9.8006	-2.9237	-0.8837	15.6186	3.9825	13.4703	8.0841	-135.6540	5.0338	0.0883	1.8588	32.5787	-17.8589	-5.0485	-4.4404	18.0240	7.0188
68.5250	35.7997	0.0001	-0.2300	0.8920	0.0004	9.9573	-3.2547	-0.1026	16.4341	3.4805	13.7375	8.0077	-134.6811	5.0964	0.0643	1.7549	15.1755	-10.9773	-1.3002	-6.5897	14.9564	3.2697
68.5500	35.8220	0.0000	-0.2100	0.9040	0.0007	8.9756	-2.8705	-0.4492	14.6878	3.2634	13.4167	8.1091	-132.4575	5.1606	-0.0048	2.1341	10.7606	-6.9461	3.3658	-9.8308	9.2640	-0.9364
68.5750	35.8446	-0.0001	-0.1900	0.8880	0.0011	8.6508	-3.4269	0.3025	15.4704	1.8313	13.5707	8.0351	-136.0456	5.1117	0.0883	1.8394	27.2536	-1.6717	7.7065	-13.1502	4.9665	-4.1027
68.6000	35.8668	-0.0002	-0.1600	0.9040	-0.0025	9.1797	-2.4528	0.2317	14.0607	4.2986	13.6980	7.9955	-138.2945	5.0353	0.1055	1.7763	15.3771	2.8390	11.9161	-14.3791	-0.0897	-9.0455
68.6250	35.8894	-0.0002	-0.1400	0.9000	0.0058	9.4096	-1.6939	0.0772	12.7804	6.0388	13.8776	8.2082	-134.7822	5.0323	0.0877	1.7715	15.7423	7.8736	15.5527	-16.1319	-6.1214	-12.4682
68.6500	35.9119	-0.0004	-0.1300	0.8960	0.0020	9.1679	-2.3046	-0.5992	13.7541	4.5816	13.4337	8.1214	-138.3956	5.0781	0.3657	1.4749	30.7092	10.9459	18.0726	-19.1576	-12.3179	-15.4806
68.6750	35.9343	-0.0005	-0.1100	0.8920	0.0023	7.3670	-0.9320	-0.4360	9.2216	5.5123	13.8276	8.2473	-141.1751	4.8704	0.0179	1.9384	18.6420	15.5987	20.9130	-18.6533	-18.1140	-18.0406
68.7000	35.9566	-0.0006	-0.1000	0.8920	-0.0016	7.5118	0.0448	-0.8821	7.4227	7.6009	13.5190	8.3936	-138.4588	4.9972	0.2881	2.0611	15.0556	19.8963	23.8699	-20.3669	-23.2314	-20.6473
68.7250	35.9789	-0.0006	-0.0800	0.8840	0.0028	7.6877	-1.0115	-0.3968	9.7005	5.6748	13.7820	8.3306	-139.3053	4.9116	0.1704	1.4411	30.5839	22.2050	25.2294	-20.9788	-28.5091	-21.7291
68.7500	36.0010	-0.0007	-0.0500	0.8880	-0.0048	7.8271	0.0932	-0.1750	7.6416	8.0126	13.5622	8.5603	-141.2257	4.8460	0.2087	1.8629	15.8186	22.7288	26.9725	-21.3411	-31.1009	-26.6114
68.7750	36.0232	-0.0006	-0.0300	0.8680	-0.0005	7.7008	-0.2619	0.7153	8.2219	7.1797	13.7680	8.5020	-139.7348	4.6978	0.2375	1.8432	19.3505	25.9077	27.6571	-21.0425	-32.2978	-25.8886
68.8000	36.0449	-0.0006	-0.0100	0.8840	-0.0042	7.3615	2.1526	-0.2425	3.0779	11.6451	13.4051	8.4198	-144.6117	4.6489	0.3040	1.4851	30.3004	29.3795	27.9630	-20.2396	-31.2516	-26.4575
68.8250	36.0670	-0.0005	0.0100	0.8600	-0.0038	7.9785	0.7701	0.9273	6.4459	9.5111	13.9080	8.6728	-141.2004	4.5970	0.0426	1.9394	17.9661	29.4505	28.8224	-18.5652	-27.6044	-25.8699
68.8500	36.0885	-0.0004	0.0200	0.8720	-0.0037	7.6077	1.6331	0.2685	4.3578	10.8576	13.4483	8.7643	-141.9711	4.4580	0.3235	1.2952	15.2354	29.9478	29.2934	-16.3620	-24.4001	-26.5228
68.8750	36.1103	-0.0003	0.0300	0.8480	-0.0036	7.2150	1.8010	0.2888	3.6310	10.7991	13.7181	8.3895	-143.5251	4.3999	0.2359	1.1604	26.3053	30.8268	28.6864	-13.2090	-19.1365	-26.5508
68.9000	36.1315	-0.0002	0.0600	0.8600	0.0009	6.6085	1.5090	-0.6445	3.6056	9.6114	13.5378	8.5113	-139.2295	4.3526	-0.0132	1.8524	12.1614	30.7558	27.3658	-10.9716	-12.4876	-24.4897
68.9250	36.1530	-0.0002	0.0800	0.8440	-0.0028	6.9923	1.1094	0.1941	4.7845	9.2000	13.6785	8.5183	-138.1177	4.2869	0.3024	1.3086	21.8032	28.2785	25.5208	-8.1515	-5.8763	-21.4866
68.9500	36.1741	-0.0001	0.1000	0.8520	-0.0025	6.8694	1.9423	-0.1170	3.0043	10.7346	13.6042	8.2543	-141.2004	4.2365	0.1357	1.1365	32.4316	29.0776	23.4572	-4.7341	-0.1698	-19.7427
68.9750	36.1954	0.0000	0.1200	0.8440	-0.0022	7.2861	0.9314	-0.0573	5.4327	9.1395	13.5458	8.3504	-140.2276	4.1327	0.1062	1.5389	13.5240	26.9199	21.6268	-3.1576	3.8544	-18.7354
69.0000	36.2165	0.0001	0.1300	0.8520	-0.0021	6.8839	1.1209	-1.3247	4.6534	9.1144	13.6980	8.3813	-135.2749	4.1220	0.1736	1.1394	13.4695	23.8121	19.1360	-0.0683	10.2819	-13.1211
69.0250	36.2378	0.0002	0.1500	0.8360	0.0022	6.7621	0.4888	0.0898	5.7894	7.7347	13.8075	8.2444	-138.8883	4.1128	0.2576	1.3073	30.4258	23.2172	15.4508	4.1079	13.3542	-7.4041
69.0500	36.2587	0.0002	0.1700	0.8560	-0.0055	7.0741	-0.7016	-0.7768	8.4703	5.6779	13.6815	8.1715	-135.3886	4.0059	-0.1894	1.4640	14.8975	20.8730	11.4937	6.5608	17.1664	-6.2523
69.0750	36.2801	0.0004	0.2000	0.8400	-0.0011	7.8949	-1.8380	-0.4247	11.5525	4.2372	13.8094	8.0905	-132.0532	3.8791	0.3417	0.9135	15.3935	15.2080	7.6045	10.6097	20.5922	-2.5965
69.1000	36.3011	0.0005	0.2100	0.8560	-0.0049	8.2516	-2.7831	-0.3092	13.7899	2.7134	13.7954	8.0264	-130.9161	3.9494	-0.0418	0.9747	25.8311	11.8161	3.3561	12.7884	21.1105	1.3951
69.1250	36.3225	0.0007	0.2300	0.8440	-0.0046	8.2196	-2.8555	-0.5153	13.9019	2.5372	13.4940	7.8975	-137.8650	3.9601	0.0312	1.2378	17.2357	10.4131	-0.6204	15.2609	21.5818	4.3235
69.1500	36.3436	0.0009	0.2500	0.8640	-0.0002	7.6936	-2.1276	-0.2452	11.9276	3.4595	13.9780	7.8871	-128.7051	3.8470	0.0244	1.1094	19.2633	4.6770	-5.3301	17.6403	20.6770	9.9845
69.1750	36.3652	0.0010	0.2600	0.8480	-0.0042	8.6310	-2.6408	-0.3128	13.8862	3.3757	13.5762	7.8142	-131.3709	3.7371	0.1104	0.9740	10.0139	1.5781	-9.0202	18.6586	17.9675	14.0787
69.2000	36.3864	0.0012	0.2800	0.8800	-0.0037	8.7242	-2.9384	0.4363	14.5715	2.8768	13.7808	7.7955	-133.6578	3.6393	-0.0985	1.2815	10.6734	-2.3821	-12.5209	20.0050	15.8894	14.9134
69.2250	36.4084	0.0014	0.2900	0.8600	-0.0036	9.4500	-3.4969	0.0349	16.4087	2.4912	13.5421	7.8358	-131.2699	3.6210	0.1847	0.8071	30.6438	-7.8873	-15.9536	21.2388	12.5626	17.4315
69.2500	36.4299	0.0016	0.3000	0.8840	-0.0034	8.8034	-3.1469	0.5956	15.0657	2.5411	13.8380	7.9943	-128.6293	3.5538	0.1185	0.7450	17.0177	-12.6911	-19.9204	20.7688	6.8985	22.7754
69.2750	36.4520	0.0018	0.3200	0.8760	0.0009	8.3302	-2.1173	0.8896	12.5435	4.1168	13.5506	7.9815	-137.5491	3.4805	-0.0606	1.2671	13.7366	-15.6390	-23.7853	21.7871	2.0308	21.1013
69.3000	36.4739	0.0019	0.3300	0.8960	-0.0028	9.5779	-3.0401	-0.2396	15.6276	3.5282	13.7850	8.0170	-133.9231	3.3231	0.1749	0.9944	18.3040	-19.4394	-27.4414	21.9536	-3.6145	24.6966
69.3250	36.4963	0.0021	0.3500	0.8920	-0.0026	10.2208	-1.7093	0.5594	13.6222	6.8194	13.4356	8.1126	-134.6432	3.2132	0.0221	0.8727	21.2364	-23.6127	-29.1262	20.2547	-11.0504	28.4503
69.3500	36.5186	0.0023	0.3500	0.9081	-0.0065	8.0350	-1.3531	-1.2608	10.7277	5.3423	14.0103	8.3201	-140.1518	2.8283	0.2207	0.5592	7.0761	-26.9691	-29.8253	20.3184	-16.8511	27.6110
69.3750	36.5413	0.0026	0.3600	0.8921	-0.0064	8.2694	-0.5088	-0.4223	9.2820	7.2568	13.5640	8.2170	-136.1593	2.8756	0.1522	1.0320	23.3021	-30.9027	-31.0100	19.9218	-21.8319	25.9696
69.4000	36.5636	0.0029	0.3700	0.9120	-0.0021	8.9280	0.4412	-0.6252	8.0500	9.8060	13.6529	8.2712	-139.2168	2.6541	0.1499	1.3063	8.2534	-32.9183	-29.9564	19.7994	-26.2378	29.9658
69.4250	36.5864	0.0031	0.3800	0.8961	-0.0061	9.7055	0.0637	-1.4392	9.5787	9.8323	13.6359	8.5166	-138.1050	2.7274	0.0513	0.6949	13.0171	-34.5166	-28.8494	19.5595	-30.4835	25.8950
69.4500	36.6088	0.0034	0.3900	0.9081	-0.0058	8.7577	0.7588	0.1001	7.2478	10.2677	13.5293	8.3982	-141.9332	2.2066	0.3271	0.1007	21.0674	-36.4079	-24.6253	17.8704	-31.3742	26.0675
69.4750	36.6315	0.0037	0.3900	0.8921	-0.0059	7.2109	2.4323	0.1996	2.3706	12.0513	13.7564	8.3598	-139.3432	2.1883	-0.0074	0.9361	7.4958	-36.6654	-21.9840	15.5938	-31.1197	22.1085
69.5000	36.6538	0.0040	0.4000	0.9040	-0.0017	7.3414	0.8878	0.8838	5.5747	9.1082	13.5482	8.4216	-141.1499	2.0340	0.2823	1.0052	8.8148	-34.6853	-17.8909	13.9243	-29.4139	19.3620
69.5250	36.6764	0.0042	0.4100	0.8921	-0.0056	7.1572	2.3118	0.1925	2.5566	11.7577	13.6645	8.3021	-140.3666	1.8079	0.1143	0.4308	24.7573	-30.6896	-13.7833	11.2364	-24.5603	17.5947
