time 	x0 	y0 	psi 	u 	heave 	trim 	roll 	z_VF 	z_VA 	X 	Y 	N 	WG1 	WG2 	WG3 	WG4 	
s 	m 	m 	° 	m/s 	mm 	mm/m 	Nm 	mm 	mm 	N 	N 	Nm 	mm 	mm 	mm 	mm 	
61.5000	34.8785	-0.0001	0.0000	0.8720	6.6443	-0.8711	-0.0100	8.3778	4.9109	-2.8082	-0.5997	-0.0885	-0.9529	0.2372	0.5184	-6.3828
61.5500	34.9221	-0.0001	0.0000	0.8720	6.6210	-0.8333	0.0436	8.2793	4.9628	-6.7467	1.3504	-0.6371	-0.3313	-0.5640	-0.6224	-5.4828
61.6000	34.9657	-0.0001	0.0000	0.8720	6.6217	-0.8179	0.0720	8.2493	4.9940	-5.6016	-3.0008	-0.5192	0.3967	0.1060	-0.9162	-6.2084
61.6500	35.0093	-0.0001	0.0000	0.8720	6.5477	-0.8317	-0.0356	8.2026	4.8927	-2.5371	0.6590	-0.4200	-2.3825	0.1887	-0.7251	-5.6572
61.7000	35.0529	-0.0001	0.0000	0.8720	6.6304	-0.8643	-0.1017	8.3503	4.9104	-6.3044	1.4452	0.1592	-0.8730	-0.0930	-0.5489	-6.0153
61.7500	35.0965	-0.0001	0.0000	0.8700	6.6709	-0.8386	0.0261	8.3398	5.0021	-9.3760	1.5466	0.3435	-1.8675	-0.8845	-0.7889	-6.2273
61.8000	35.1400	-0.0001	0.0000	0.8720	6.6368	-0.8281	0.0698	8.2847	4.9890	-6.3614	1.6290	0.2844	0.9295	-0.0445	0.3568	-6.3168
61.8500	35.1836	-0.0001	0.0000	0.8740	6.7313	-0.8427	0.0206	8.4082	5.0544	-4.1639	-1.8683	-0.2728	-2.4535	-0.2678	0.1316	-6.5101
61.9000	35.2273	-0.0001	0.0000	0.8720	6.6693	-0.7955	-0.0619	8.2523	5.0862	-8.5555	0.2713	-1.7022	-2.2493	-0.5640	0.2834	-5.9681
61.9500	35.2709	-0.0001	0.0000	0.8720	6.6817	-0.8259	-0.0602	8.3252	5.0381	-8.9550	-0.3261	-1.8983	-0.2337	0.5285	-0.0789	-5.2425
62.0000	35.3145	-0.0001	0.0000	0.8720	6.7184	-0.8023	-0.0023	8.3150	5.1218	-2.2088	1.2012	-0.5876	-1.3169	-0.8067	0.6849	-6.8917
62.0500	35.3581	-0.0001	0.0000	0.8720	6.6119	-0.8967	0.0769	8.3964	4.8275	-1.7737	-1.3867	0.5961	-1.1216	-0.7242	0.9884	-5.6006
62.1000	35.4017	-0.0001	0.0000	0.8720	6.5788	-0.8721	0.0048	8.3144	4.8433	-7.1356	-1.4739	-1.2606	-0.7664	-0.5542	0.8807	-6.1190
62.1500	35.4453	-0.0001	0.0000	0.8740	6.6479	-0.8873	-0.0580	8.4137	4.8821	-7.7527	-1.2172	-1.3163	-1.0417	-0.5348	0.0631	-6.2697
62.2000	35.4890	-0.0001	0.0000	0.8700	6.6313	-0.8355	-0.0253	8.2939	4.9686	-3.6716	2.1814	-1.0252	-2.4713	-0.5640	-1.1658	-7.0802
62.2500	35.5325	-0.0001	0.0000	0.8720	6.6033	-0.8577	0.0474	8.3101	4.8966	-3.3790	-1.8961	-1.4806	-0.7487	-0.4038	-0.8036	-7.0426
62.3000	35.5761	-0.0001	0.0000	0.8700	6.6496	-0.7870	0.0097	8.2157	5.0836	-9.3866	-3.1751	-1.7593	-2.4623	-0.6902	-0.7447	-5.5818
62.3500	35.6196	-0.0001	0.0000	0.8720	6.6645	-0.8588	-0.0258	8.3735	4.9554	-10.4819	-0.6468	0.5394	0.0239	-0.3503	-0.8672	-5.9210
62.4000	35.6632	-0.0001	0.0000	0.8720	6.6183	-0.8491	-0.0815	8.3079	4.9287	-4.5920	1.0865	-0.3634	-2.3203	0.4508	0.6310	-6.0765
62.4500	35.7068	-0.0001	0.0000	0.8740	6.7026	-0.8101	-0.0318	8.3147	5.0906	-3.9106	0.2101	-1.0598	-2.4180	0.6353	1.2920	-5.8550
62.5000	35.7505	-0.0001	0.0000	0.8720	6.7218	-0.8380	0.0867	8.3893	5.0543	-10.5497	-0.1331	0.0067	0.5299	-0.9135	0.7729	-6.8211
62.5500	35.7941	-0.0001	0.0000	0.8720	6.6355	-0.8280	-0.0111	8.2831	4.9879	-6.7254	-0.2763	0.2868	-1.1039	0.3489	0.5919	-6.8069
62.6000	35.8377	-0.0001	0.0000	0.8720	6.6825	-0.8390	-0.0378	8.3520	5.0130	0.0315	-0.4407	-0.4376	-0.4024	0.3925	0.7191	-6.2226
62.6500	35.8813	-0.0001	0.0000	0.8720	6.6048	-0.8586	-0.0624	8.3135	4.8961	-2.0163	1.5780	-2.6888	-0.9617	-0.6173	-0.3825	-6.3970
62.7000	35.9249	-0.0001	0.0000	0.8720	6.6362	-0.7548	0.0021	8.1383	5.1342	-9.8826	2.7570	0.6670	-2.8531	-0.4135	-0.3237	-5.7137
62.7500	35.9685	-0.0001	0.0000	0.8720	6.7009	-0.8072	0.0840	8.3072	5.0946	-5.9798	-2.1316	-0.8417	-2.2937	-0.6951	-0.3923	-4.3047
62.8000	36.0121	-0.0001	0.0000	0.8720	6.6334	-0.8741	0.0578	8.3729	4.8939	2.1220	-0.2023	-1.5794	-1.0949	0.0139	-0.3873	-3.5319
62.8500	36.0557	-0.0001	0.0000	0.8720	6.7106	-0.8218	-0.0553	8.3460	5.0752	-4.0390	2.2169	-0.8778	-1.9385	-0.4183	-0.3629	-5.7090
62.9000	36.0993	-0.0001	0.0000	0.8640	6.6841	-0.8175	-0.0438	8.3110	5.0571	-12.0123	2.1762	1.6114	0.5566	0.0672	0.1806	-7.5468
62.9500	36.1425	-0.0001	0.0000	0.8780	6.6644	-0.8879	-0.0908	8.4314	4.8974	-7.1356	1.7903	-0.9617	-0.5977	0.1449	1.1549	-7.2970
63.0000	36.1864	-0.0001	0.0000	0.8720	6.6635	-0.8519	0.0294	8.3589	4.9682	-0.6819	-0.7424	-0.6509	-2.9597	-0.1804	1.0472	-6.2933
63.0500	36.2300	-0.0001	0.0000	0.8720	6.5585	-0.8250	0.0605	8.2002	4.9168	-7.3746	-2.0063	-1.3926	-0.2870	-0.6951	0.7142	-6.4064
63.1000	36.2736	-0.0001	0.0000	0.8720	6.6742	-0.8321	0.0643	8.3300	5.0184	-10.8458	0.3125	0.3340	-0.2159	0.6790	1.1598	-6.9200
63.1500	36.3172	-0.0001	0.0000	0.8720	6.6370	-0.8781	-0.0755	8.3845	4.8895	-1.6523	2.1262	-1.3890	-2.7199	0.1887	0.5429	-6.4912
63.2000	36.3608	-0.0001	0.0000	0.8720	6.6377	-0.8717	-0.0864	8.3723	4.9030	1.6797	0.0650	-1.9618	-2.4180	-0.3309	0.0043	-6.1708
63.2500	36.4044	-0.0001	0.0000	0.8720	6.6133	-0.8473	0.1370	8.2994	4.9272	-6.3293	-3.0141	-0.1107	-0.6421	-0.4425	-0.6175	-6.9672
63.3000	36.4480	-0.0001	0.0000	0.8720	6.6975	-0.8144	0.0753	8.3181	5.0770	-8.6874	-1.2311	-1.3019	-2.1694	0.3828	-0.4266	-6.1190
63.3500	36.4916	-0.0001	0.0000	0.8720	6.6403	-0.8495	-0.0619	8.3308	4.9498	-2.6762	3.1192	-0.1559	-2.2315	-0.1610	-0.8916	-6.3923
63.4000	36.5352	-0.0001	0.0000	0.8720	6.5552	-0.8165	-0.0919	8.1801	4.9304	-0.7391	1.9451	-1.5958	-3.0040	-0.1416	0.0581	-5.8928
63.4500	36.5788	-0.0001	0.0000	0.8700	6.6446	-0.8306	0.0490	8.2976	4.9917	-9.1155	-1.4458	0.7626	-2.1871	-0.9863	-0.1867	-6.7457
63.5000	36.6223	-0.0001	0.0000	0.8720	6.6897	-0.8740	0.1048	8.4288	4.9505	-9.5401	-2.1251	-2.6903	-1.3791	-0.3018	0.1855	-6.2886
63.5500	36.6659	-0.0001	0.0000	0.8720	6.6238	-0.8494	0.0266	8.3142	4.9334	-5.8727	0.6522	-0.6235	-2.4269	-0.4183	0.6016	-6.1048
63.6000	36.7095	-0.0001	0.0000	0.8720	6.7060	-0.8047	-0.0324	8.3073	5.1047	-3.6430	0.9222	-1.0876	0.4856	0.3100	0.5527	-6.9436
63.6500	36.7531	-0.0001	0.0000	0.8700	6.6740	-0.8508	-0.0515	8.3670	4.9810	-8.0025	1.6467	0.9764	-0.9440	0.4896	-0.5146	-6.0812
63.7000	36.7966	-0.0001	0.0000	0.8740	6.6315	-0.9066	0.0430	8.4357	4.8273	-9.1334	0.0657	-0.3312	-0.4912	-0.9912	-0.1867	-5.8362
63.7500	36.8403	-0.0001	0.0000	0.8720	6.6541	-0.8063	0.0769	8.2586	5.0496	-7.6421	-0.7778	-0.7984	0.4412	-0.2144	-0.1279	-5.0870
63.8000	36.8839	-0.0001	0.0000	0.8640	6.6172	-0.7933	0.0665	8.1958	5.0386	-0.6034	-1.7233	-1.8440	-0.8108	-0.2095	-1.2393	-7.3347
63.8500	36.9271	-0.0001	0.0000	0.8800	6.6370	-0.7931	-0.0903	8.2153	5.0587	-3.2506	1.7986	0.8452	-0.3669	0.4993	-0.3286	-7.0095
63.9000	36.9711	-0.0001	0.0000	0.8740	6.6617	-0.8194	-0.0711	8.2922	5.0311	-10.7210	-0.0706	-1.5055	-0.3136	-0.3746	-0.4608	-7.1085
63.9500	37.0148	-0.0001	0.0000	0.8720	6.6148	-0.7706	0.0621	8.1482	5.0814	-8.0703	0.0995	1.1074	0.4323	-0.8699	-0.0006	-6.5336
64.0000	37.0584	-0.0001	0.0000	0.8640	6.6030	-0.8857	0.0900	8.3656	4.8404	-1.3348	-1.4086	-0.3811	-0.0472	0.2809	0.2981	-6.1943
64.0500	37.1016	-0.0001	0.0000	0.8780	6.6318	-0.8981	-0.0859	8.4192	4.8445	-3.6002	0.8198	0.4131	-0.9262	0.3148	0.6310	-6.0153
64.1000	37.1455	-0.0001	0.0000	0.8640	6.6245	-0.8227	-0.0810	8.2616	4.9874	-11.8804	0.9784	0.4854	-2.0450	-0.0347	0.2686	-5.9399
64.1500	37.1887	-0.0001	0.0000	0.8800	6.5982	-0.8766	-0.0121	8.3427	4.8537	-8.1380	-0.7412	-1.0995	-1.7698	0.1643	0.9493	-5.2425
64.2000	37.2327	-0.0001	0.0000	0.8640	6.6829	-0.8382	0.0337	8.3510	5.0149	-1.0245	-3.5686	-0.7987	-1.6987	-0.4912	0.1365	-6.9295
64.2500	37.2759	-0.0001	0.0000	0.8800	6.6541	-0.8340	0.0512	8.3138	4.9943	-5.3055	0.6558	-0.7325	-0.4024	0.0721	0.2002	-6.6749
64.3000	37.3199	-0.0001	0.0000	0.8660	6.6123	-0.8121	-0.0493	8.2285	4.9961	-12.4440	-0.5712	1.5135	-1.4857	-0.2629	-0.6224	-5.6854
64.3500	37.3632	-0.0001	0.0000	0.8800	6.6730	-0.8260	0.0015	8.3167	5.0292	-4.7382	2.0334	-0.1876	-0.4557	-0.5883	-0.6615	-5.5347
64.4000	37.4072	-0.0001	0.0000	0.8720	6.6935	-0.8678	-0.0143	8.4205	4.9666	3.6347	-0.2796	1.2111	0.4234	0.3732	-0.3090	-6.1190
64.4500	37.4508	-0.0001	0.0000	0.8720	6.5979	-0.8535	0.0829	8.2964	4.8994	-4.9630	0.9719	-0.1393	0.6010	0.3876	-0.9112	-5.9352
64.5000	37.4944	-0.0001	0.0000	0.8660	6.6492	-0.8458	-0.0345	8.3324	4.9659	-12.0909	-0.4518	0.7319	-0.6155	0.1400	-0.9455	-5.9870
64.5500	37.5377	-0.0001	0.0000	0.8760	6.7067	-0.8517	-0.0482	8.4015	5.0119	-4.0889	0.2329	-1.3466	0.1748	-0.0445	0.6456	-6.5289
64.6000	37.5815	-0.0001	0.0000	0.8720	6.6540	-0.8447	-0.0280	8.3350	4.9730	2.6965	0.2863	-0.9284	0.4500	0.8829	0.4841	-7.1980
64.6500	37.6251	-0.0001	0.0000	0.8700	6.6621	-0.8249	0.0359	8.3036	5.0205	-8.4270	-0.4853	0.1086	-0.4734	0.1789	1.1549	-6.4299
64.7000	37.6686	-0.0001	0.0000	0.8720	6.6089	-0.7891	-0.0367	8.1792	5.0386	-13.0005	-0.5276	-1.4789	0.1304	-0.6562	1.3556	-7.0661
64.7500	37.7122	-0.0001	0.0000	0.8720	6.6749	-0.7848	-0.0121	8.2366	5.1132	-3.6858	0.4921	0.1740	-0.1981	-0.5980	-0.2209	-7.2122
64.8000	37.7558	-0.0001	0.0000	0.8660	6.7246	-0.8467	-0.0405	8.4094	5.0397	0.0422	1.9368	0.3072	-2.2315	-0.3940	-0.1768	-6.9719
64.8500	37.7991	-0.0001	0.0000	0.8780	6.6087	-0.8316	0.0485	8.2635	4.9539	-9.2083	-0.2285	0.0530	-0.8463	-0.4038	0.0141	-6.1849
64.9000	37.8430	-0.0001	0.0000	0.8720	6.5705	-0.8663	-0.0422	8.2944	4.8465	-11.8875	-0.5766	-0.7966	1.0805	0.2226	-0.3972	-5.1435
64.9500	37.8866	-0.0001	0.0000	0.8720	6.6311	-0.7892	-0.0739	8.2017	5.0606	0.0173	0.1131	0.2776	-2.2227	0.3925	-0.7203	-6.1378
65.0000	37.9302	-0.0001	0.0000	0.8740	6.6944	-0.8239	-0.0203	8.3340	5.0548	3.0140	1.5309	0.4124	-1.5123	-0.7922	-0.3531	-7.1933
65.0500	37.9739	-0.0001	0.0000	0.8720	6.6668	-0.8366	-0.0018	8.3316	5.0020	-6.6290	-1.2612	-1.6127	-0.8286	0.1109	0.9737	-6.5760
65.1000	38.0175	-0.0001	0.0000	0.8640	6.7221	-0.8365	-0.0089	8.3866	5.0575	-10.4891	-0.0547	0.8989	0.2014	0.2420	1.1745	-6.1095
65.1500	38.0607	-0.0001	0.0000	0.8780	6.6602	-0.7901	-0.0662	8.2326	5.0879	-1.2599	-0.0271	-0.3665	-0.1360	-0.7339	0.6456	-6.7174
65.2000	38.1046	-0.0001	0.0000	0.8700	6.6551	-0.7956	-0.0220	8.2383	5.0720	0.2884	-0.7114	-0.3674	-1.9741	-0.3018	1.1989	-5.5252
65.2500	38.1481	-0.0001	0.0000	0.8720	6.6396	-0.8478	-0.0007	8.3268	4.9525	-10.9385	-0.3566	-1.7878	0.6721	-0.0542	0.3324	-5.5723
65.3000	38.1917	-0.0001	0.0000	0.8660	6.6155	-0.8211	0.0212	8.2494	4.9815	-12.1123	-0.1197	0.8348	-0.4112	0.2129	-0.4069	-6.6373
65.3500	38.2350	-0.0001	0.0000	0.8780	6.5673	-0.8908	0.0266	8.3400	4.7946	-3.5538	0.1509	0.7647	-0.1804	-0.1513	-0.9847	-6.6938
65.4000	38.2789	-0.0001	0.0000	0.8720	6.5856	-0.8838	-0.0657	8.3443	4.8269	-2.8117	-1.1847	-1.9026	1.4091	-0.5542	-1.3666	-6.4064
65.4500	38.3225	-0.0001	0.0000	0.8740	6.6164	-0.8549	-0.0291	8.3177	4.9152	-9.8576	-0.0488	1.1296	-0.1893	0.0818	-1.2050	-6.7127
65.5000	38.3662	-0.0001	0.0000	0.8720	6.6351	-0.7868	-0.0138	8.2008	5.0693	-10.5176	-0.5439	-1.8040	-1.8852	-0.3892	-0.0838	-6.8446
65.5500	38.4098	-0.0001	0.0000	0.8720	6.6725	-0.8322	-0.0078	8.3285	5.0165	-3.1900	-1.8007	-0.2902	-0.6155	-0.2921	0.4890	-6.0765
65.6000	38.4534	-0.0001	0.0000	0.8660	6.6072	-0.8045	0.0348	8.2081	5.0063	-0.0969	1.1914	-0.2880	0.0239	0.3246	0.5527	-4.9692
65.6500	38.4967	-0.0001	0.0000	0.8800	6.6731	-0.8225	-0.0487	8.3098	5.0363	-6.9001	-1.1527	0.8270	-0.3579	-0.5931	0.9639	-3.6544
65.7000	38.5407	-0.0001	0.0000	0.8700	6.5800	-0.8203	-0.0001	8.2123	4.9476	-8.0204	-0.4106	-1.3634	0.1837	-0.1513	-0.0006	-4.1398
65.7500	38.5842	-0.0001	0.0000	0.8720	6.6069	-0.8753	0.0458	8.3487	4.8650	-4.4885	-1.6140	-0.6680	0.2813	0.0624	0.8121	-4.0315
65.8000	38.6278	-0.0001	0.0000	0.8700	6.7054	-0.8320	0.0813	8.3610	5.0497	-3.8891	-1.6556	-0.6249	-1.9385	-0.4960	0.3519	-3.0277
65.8500	38.6713	-0.0001	0.0000	0.8720	6.6984	-0.8650	-0.0378	8.4198	4.9771	-8.0524	0.3812	-1.3688	-0.4024	-0.3454	-0.2062	-2.8958
65.9000	38.7149	-0.0001	0.0000	0.8720	6.6617	-0.8237	-0.0974	8.3008	5.0226	-7.4103	-0.5142	0.5861	-0.1182	0.2469	-1.4595	-3.2115
65.9500	38.7585	-0.0001	0.0000	0.8720	6.6554	-0.7953	-0.0526	8.2380	5.0729	-4.7347	-0.5380	-1.5733	-2.4002	-0.8650	-0.1572	-3.3482
66.0000	38.8021	-0.0001	0.0000	0.8640	6.6518	-0.8519	0.0103	8.3470	4.9565	-6.2544	-0.4211	1.4368	0.1393	-0.2387	-0.7105	-3.7863
66.0500	38.8453	-0.0001	0.0000	0.8800	6.6566	-0.7885	0.0518	8.2257	5.0874	-9.9039	-0.1223	-0.7414	-1.5212	-0.1464	0.0043	-3.2210
66.1000	38.8893	-0.0001	0.0000	0.8720	6.6556	-0.8848	0.0245	8.4163	4.8949	-6.9644	-1.5108	-0.5382	-1.7609	0.4606	0.2785	-3.4329
66.1500	38.9329	-0.0001	0.0000	0.8740	6.6491	-0.8828	-0.1127	8.4058	4.8924	-1.9949	0.2425	0.0119	-0.4468	0.2031	1.2968	-3.7769
66.2000	38.9766	-0.0001	0.0000	0.8660	6.6169	-0.9061	-0.0569	8.4201	4.8137	-2.4658	2.0299	-0.0788	0.0948	-0.3454	0.7534	-2.7497
66.2500	39.0199	-0.0001	0.0000	0.8780	6.6014	-0.8701	0.0212	8.3330	4.8698	-8.0489	-0.9964	0.5597	-0.9617	0.2031	0.6653	-3.6638
66.3000	39.0638	-0.0001	0.0000	0.8700	6.6544	-0.8879	0.0714	8.4213	4.8874	-5.6015	-1.4710	-0.5269	0.4856	0.5091	0.2932	-6.3309
66.3500	39.1073	-0.0001	0.0000	0.8700	6.6983	-0.8949	-0.1116	8.4791	4.9175	-0.5214	-0.3987	0.3347	0.3346	-0.6805	0.9933	-7.2545
66.4000	39.1508	-0.0001	0.0000	0.8660	6.6327	-0.8456	-0.0924	8.3154	4.9500	-2.7084	0.4013	-1.5738	-0.5444	0.3343	0.0876	-7.2782
66.4500	39.1941	-0.0001	0.0000	0.8780	6.6557	-0.7976	0.0064	8.2429	5.0684	-10.3713	0.2072	-0.5569	-1.7165	-0.3649	-1.1952	-7.8436
66.5000	39.2380	-0.0001	0.0000	0.8720	6.6309	-0.8519	0.0895	8.3261	4.9357	-7.7492	0.1018	0.2104	-0.1448	0.3974	-0.8868	-5.6006
66.5500	39.2816	-0.0001	0.0000	0.8720	6.5934	-0.7811	-0.0471	8.1477	5.0391	-2.4229	-0.7059	0.7059	-1.6544	-0.1416	-0.5881	-5.4026
66.6000	39.3252	-0.0001	0.0000	0.8720	6.6585	-0.8313	-0.1132	8.3127	5.0043	-5.6943	-0.2150	-0.7769	-0.6688	-0.0590	0.4792	-5.9870
66.6500	39.3688	-0.0001	0.0000	0.8720	6.6629	-0.8739	-0.0504	8.4019	4.9239	-10.8386	-0.8517	-1.8269	-2.1161	-0.3843	0.7045	-5.7184
66.7000	39.4124	-0.0001	0.0000	0.8740	6.6432	-0.8047	-0.0378	8.2445	5.0419	-6.2045	-0.7991	-0.1448	-0.3491	0.3732	0.6408	-6.0247
66.7500	39.4561	-0.0001	0.0000	0.8720	6.6656	-0.8154	0.0441	8.2882	5.0429	0.3133	2.1097	-0.0563	0.7875	-0.6562	0.6016	-4.8938
66.8000	39.4997	-0.0001	0.0000	0.8720	6.6962	-0.8328	0.0119	8.3534	5.0390	-1.7130	-0.8384	0.2380	-0.8730	0.3246	0.8367	-6.6938
66.8500	39.5433	-0.0001	0.0000	0.8720	6.6380	-0.8433	-0.0318	8.3162	4.9597	-7.4959	-0.4632	-1.8088	-1.2459	0.2323	0.1512	-7.0520
66.9000	39.5869	-0.0001	0.0000	0.8700	6.5934	-0.8143	-0.0040	8.2138	4.9731	-5.0343	-0.2428	-0.7480	0.4412	0.6741	0.6506	-6.7315
66.9500	39.6304	-0.0001	0.0000	0.8700	6.6171	-0.8717	0.0190	8.3518	4.8825	0.1314	-0.3628	-1.5971	-1.6899	0.0381	-0.1181	-6.4205
67.0000	39.6739	-0.0001	0.0000	0.8720	6.6708	-0.8790	0.0605	8.4201	4.9215	-4.5705	-0.3924	1.3807	-1.8142	-0.1319	-0.2503	-6.4535
67.0500	39.7175	-0.0001	0.0000	0.8720	6.5653	-0.8364	-0.0345	8.2297	4.9009	-10.5462	0.5340	-0.2904	-2.1605	0.0235	-0.4363	-5.3838
67.1000	39.7611	-0.0001	0.0000	0.8720	6.6770	-0.8447	-0.0722	8.3580	4.9960	-8.4092	1.2866	0.0869	0.6898	-0.4766	0.2002	-6.4111
67.1500	39.8047	-0.0001	0.0000	0.8720	6.6215	-0.8606	-0.0105	8.3341	4.9090	-4.0747	0.4265	-0.2842	-1.0150	0.3876	0.1756	-6.3215
67.2000	39.8483	-0.0001	0.0000	0.8720	6.6634	-0.8202	0.0163	8.2955	5.0312	-6.8359	-2.7417	-1.4720	-2.6755	0.6402	0.1756	-6.0483
67.2500	39.8919	-0.0001	0.0000	0.8740	6.6762	-0.8157	0.0523	8.2994	5.0530	-11.3025	2.4964	0.0164	1.0095	-0.0056	0.4107	-6.9011
67.3000	39.9356	-0.0001	0.0000	0.8720	6.5539	-0.8453	0.0436	8.2360	4.8718	-8.5804	0.8962	-1.1133	-1.7165	-0.6951	-0.2356	-6.8211
67.3500	39.9792	-0.0001	0.0000	0.8740	6.6001	-0.7988	0.0168	8.1897	5.0105	-2.0340	-0.8892	-0.2619	-0.7487	0.4411	-0.1475	-6.7268
67.4000	40.0229	-0.0001	0.0000	0.8720	6.6213	-0.8461	-0.0580	8.3050	4.9375	-4.1817	-1.0402	-1.3946	0.6809	-0.2580	0.1953	-6.8399
67.4500	40.0665	-0.0001	0.0000	0.8720	6.7008	-0.7674	-0.0569	8.2279	5.1738	-8.3735	0.4118	0.9940	0.5477	-0.6659	0.4988	-6.4912
67.5000	40.1101	-0.0001	0.0000	0.8640	6.6358	-0.7564	-0.0471	8.1409	5.1306	-4.9130	1.9563	-0.2919	-2.1072	0.8247	-0.6567	-6.2179
67.5500	40.1533	-0.0001	0.0000	0.8780	6.6599	-0.8408	0.0326	8.3330	4.9868	-1.4204	-1.3853	-0.2737	-1.8852	0.2469	-1.1414	-6.2556
67.6000	40.1972	-0.0001	0.0000	0.8720	6.6838	-0.8591	0.1162	8.3934	4.9741	-3.8856	-2.7506	-1.1996	-0.3757	-0.6902	-0.5392	-4.9692
67.6500	40.2408	-0.0001	0.0000	0.8720	6.5942	-0.8237	-0.0094	8.2334	4.9551	-7.6029	-2.6374	-1.7907	-2.4447	0.7810	-0.2797	-5.3697
67.7000	40.2844	-0.0001	0.0000	0.8700	6.6199	-0.8563	0.0447	8.3239	4.9159	-7.1927	1.0552	-0.2257	0.4323	0.6062	0.2246	-5.7419
67.7500	40.3279	-0.0001	0.0000	0.8720	6.6639	-0.8245	0.0540	8.3045	5.0232	-5.6301	-0.7474	0.3278	-0.8286	-0.5883	0.4743	-7.1886
67.8000	40.3715	-0.0001	0.0000	0.8720	6.6197	-0.8208	0.0632	8.2530	4.9863	-7.9062	-2.7718	0.6905	-0.8552	0.3586	0.7975	-6.0483
67.8500	40.4151	-0.0001	0.0000	0.8740	6.6006	-0.8450	0.0611	8.2823	4.9190	-8.3450	-0.6984	-1.5912	-1.5478	-0.1416	0.0141	-6.2131
67.9000	40.4588	-0.0001	0.0000	0.8740	6.6650	-0.8009	-0.0717	8.2588	5.0711	-7.9954	-2.5086	-1.2138	-1.7876	0.8004	0.4743	-6.9106
67.9500	40.5025	-0.0001	0.0000	0.8720	6.6546	-0.8367	-0.0548	8.3195	4.9896	-5.5873	-0.1388	-1.8821	-0.9262	0.1013	0.6163	-7.6316
68.0000	40.5461	-0.0001	0.0000	0.8640	6.6327	-0.8455	0.0015	8.3153	4.9501	-4.9808	-2.1573	-1.2887	-0.5000	0.0721	-0.1867	-6.0624
68.0500	40.5893	-0.0001	0.0000	0.8780	6.7029	-0.8532	0.1353	8.4009	5.0050	-4.0925	-0.6136	-1.3108	-1.0062	-0.2823	-0.3727	-6.0718
68.1000	40.6332	-0.0001	0.0000	0.8720	6.6192	-0.7752	-0.0526	8.1619	5.0764	-1.6345	-0.9456	-0.1771	-0.8108	-0.2872	-0.2160	-5.6100
68.1500	40.6768	-0.0001	0.0000	0.8720	6.6024	-0.7986	-0.0619	8.1916	5.0132	-2.5085	-0.1734	-2.0567	-2.1782	0.3343	-0.3776	-7.0236
68.2000	40.7204	-0.0001	0.0000	0.8700	6.6507	-0.8289	-0.0225	8.3003	5.0012	-5.6765	3.8620	0.5210	-0.4024	0.3732	0.0680	-5.9964
68.2500	40.7639	-0.0001	0.0000	0.8720	6.6285	-0.8562	-0.0269	8.3323	4.9246	-7.0571	-0.1633	-1.5409	-1.8941	-0.0688	0.5429	-6.0718
68.3000	40.8075	-0.0001	0.0000	0.8700	6.6514	-0.8931	0.1446	8.4286	4.8742	-4.3387	-2.3697	-0.1212	1.2403	-0.0881	0.3960	-7.1273
68.3500	40.8510	-0.0001	0.0000	0.8720	6.5917	-0.8703	-0.1345	8.3236	4.8597	-4.3922	-1.5147	-1.2446	-1.3791	-0.0784	-0.1524	-5.5959
68.4000	40.8946	-0.0001	0.0000	0.8740	6.6389	-0.8840	-0.0176	8.3980	4.8798	-13.3074	1.1852	-0.0974	0.4234	0.9266	-0.3531	-6.7927
68.4500	40.9383	-0.0001	0.0000	0.8720	6.5962	-0.8448	-0.0974	8.2774	4.9150	-9.5294	1.4768	0.8369	-1.0683	-0.0881	0.5086	-6.8493
68.5000	40.9819	-0.0001	0.0000	0.8740	6.5626	-0.8328	0.0764	8.2198	4.9053	-2.8296	2.0338	0.6276	-1.3791	0.0672	-0.2894	-6.6184
68.5500	41.0256	-0.0001	0.0000	0.8720	6.6049	-0.8283	0.0392	8.2532	4.9567	-0.9139	-1.4607	-2.9056	-1.9296	0.7567	-0.3482	-6.3404
68.6000	41.0692	-0.0001	0.0000	0.8720	6.6759	-0.8682	0.0518	8.4036	4.9481	-4.5313	-4.9028	1.0322	0.4590	0.4799	0.0973	-7.3960
68.6500	41.1128	-0.0001	0.0000	0.8700	6.6652	-0.8056	-0.0919	8.2682	5.0621	-5.1342	-0.1899	-1.9606	-2.3736	0.8732	-0.6468	-6.0388
68.7000	41.1563	-0.0001	0.0000	0.8720	6.6667	-0.7980	-0.1902	8.2548	5.0786	-1.4740	4.6942	-0.3157	-1.6899	0.5188	0.1512	-5.3367
68.7500	41.1999	-0.0001	0.0000	0.8720	6.6810	-0.8751	0.0414	8.4225	4.9394	-1.5132	0.0613	-0.1949	-1.7698	0.0041	0.0973	-6.2415
68.8000	41.2435	-0.0001	0.0000	0.8700	6.6630	-0.8412	0.2473	8.3371	4.9890	-3.6430	-2.3038	-0.0843	-0.0028	0.4993	0.8855	-6.4111
68.8500	41.2870	-0.0001	0.0000	0.8720	6.6785	-0.8388	0.2326	8.3477	5.0094	-7.3532	-0.8594	-0.7664	0.4590	-0.2629	0.5086	-5.7090
68.9000	41.3306	-0.0001	0.0000	0.8700	6.6519	-0.8077	-0.0799	8.2592	5.0446	-7.6635	-0.7572	-1.8460	-2.0096	0.8198	0.1610	-5.7325
