# time 	x0 	y0 	psi 	u 	heave 	trim 	roll 	z_VF 	z_VA 	X 	Y 	N 	WG1 	WG2 	WG3 	WG4 	
# s 	m 	m 	deg 	m/s 	mm 	mm/m 	Nm 	mm 	mm 	N 	N 	Nm 	mm 	mm 	mm 	mm 	
121.8000	31.5458	-0.0001	0.0000	0.3260	0.7290	-0.0360	-0.0278	0.8007	0.6573	1.7661	-0.9615	-0.0839	-0.4912	0.0252	-0.6851	-1.2563
121.8500	31.5621	-0.0001	0.0000	0.3280	0.6401	-0.0810	-0.0147	0.8013	0.4790	2.2193	0.2018	0.8675	0.0681	0.1175	0.1130	-1.5060
121.9000	31.5785	-0.0001	0.0000	0.3260	0.7294	-0.0765	0.0339	0.8817	0.5772	-1.5017	1.0805	0.6667	1.5777	0.0689	0.6858	-1.4401
121.9500	31.5948	-0.0001	0.0000	0.3260	0.7214	-0.0937	0.0590	0.9078	0.5351	-0.5742	-1.2851	1.6201	0.8940	-0.1351	-0.3374	-1.6191
122.0000	31.6111	-0.0001	0.0000	0.3260	0.6662	-0.0691	-0.0295	0.8036	0.5287	1.7697	-0.9314	-1.0097	-0.7488	-0.5380	0.0591	-1.6191
122.0500	31.6274	-0.0001	0.0000	0.3280	0.7587	-0.0962	0.0033	0.9501	0.5673	-1.8692	0.0501	-0.6593	0.1480	0.5836	0.6564	-1.7747
122.1000	31.6438	-0.0001	0.0000	0.3260	0.7145	-0.0991	-0.0552	0.9118	0.5173	-5.8933	-0.2008	-1.6095	-0.1627	0.2534	0.0542	-1.7181
122.1500	31.6601	-0.0001	0.0000	0.3260	0.7765	-0.1182	0.0399	1.0117	0.5413	0.2607	-0.2586	-0.6550	0.8140	-0.8099	-0.1025	-0.9500
122.2000	31.6764	-0.0001	0.0000	0.3280	0.7275	-0.0503	0.0257	0.8277	0.6274	5.5442	-1.5477	-1.4494	1.5332	0.3505	0.3480	-1.5720
122.2500	31.6928	-0.0001	0.0000	0.3260	0.7340	-0.1164	-0.0737	0.9656	0.5023	1.4736	-0.0440	1.4118	0.8140	-0.2127	0.0493	-1.4872
122.3000	31.7091	-0.0001	0.0000	0.3280	0.7182	-0.0266	0.0224	0.7711	0.6654	-6.6638	-1.5775	0.2917	-0.9530	-0.0088	0.4654	-2.2318
122.3500	31.7255	-0.0001	0.0000	0.3260	0.7974	-0.0709	0.0186	0.9385	0.6564	-4.3343	1.2415	-0.1580	1.2402	0.7390	0.6761	-2.3449
122.4000	31.7418	-0.0001	0.0000	0.3280	0.5997	-0.0819	-0.0759	0.7627	0.4367	2.5759	2.8599	0.8212	1.6309	-0.1933	-0.8809	-1.0160
122.4500	31.7582	-0.0001	0.0000	0.3260	0.7702	-0.0562	-0.0038	0.8819	0.6584	0.2142	1.6178	-1.4165	0.7341	0.4379	0.0787	-0.9170
122.5000	31.7745	-0.0001	0.0000	0.3280	0.8025	-0.0580	0.0820	0.9178	0.6871	-4.8480	-0.8258	0.6965	0.0947	-0.4506	0.0640	-1.1809
122.5500	31.7909	-0.0001	0.0000	0.3280	0.6772	-0.1535	-0.0666	0.9827	0.3718	-2.2295	-2.0818	-0.2904	-1.2904	0.1709	-0.2494	-1.7700
122.6000	31.8073	-0.0001	0.0000	0.3260	0.7465	-0.0442	-0.0136	0.8344	0.6586	4.2813	0.5416	1.1466	1.0715	-0.2418	-0.8026	-1.2516
122.6500	31.8236	-0.0001	0.0000	0.3280	0.7252	0.0046	-0.0284	0.7160	0.7343	-1.3839	1.3903	-1.0228	-0.8997	0.3165	0.1570	-2.6228
122.7000	31.8400	-0.0001	0.0000	0.3260	0.6728	-0.1255	-0.0246	0.9226	0.4231	-6.7745	0.4308	2.0772	-1.2104	-0.7274	-0.0877	-1.1243
122.7500	31.8563	-0.0001	0.0000	0.3260	0.7272	-0.0445	0.0175	0.8157	0.6387	-0.4278	1.3082	-1.3849	1.1959	0.0980	-0.2102	-0.9029
122.8000	31.8726	-0.0001	0.0000	0.3280	0.7239	-0.0448	0.0312	0.8130	0.6347	6.6180	-1.2006	-1.8094	-0.1894	-0.5089	0.5438	-1.9678
122.8500	31.8890	-0.0001	0.0000	0.3260	0.7389	-0.0685	0.0656	0.8752	0.6027	2.7186	-2.1430	0.3519	1.1869	-0.2467	0.6319	-1.9019
122.9000	31.9053	-0.0001	0.0000	0.3260	0.6540	-0.0813	-0.0803	0.8158	0.4923	-6.9849	-0.6552	-1.6645	1.9683	0.1175	-0.2787	-2.1045
122.9500	31.9216	-0.0001	0.0000	0.3280	0.7348	-0.1124	-0.0120	0.9585	0.5111	-4.4020	0.3657	-0.4602	-1.0241	0.2680	0.7298	-2.1705
123.0000	31.9380	-0.0001	0.0000	0.3280	0.6885	0.0020	0.0088	0.6845	0.6925	1.4130	-0.4480	-0.1954	0.2546	0.3651	0.9355	-1.1904
123.0500	31.9544	-0.0001	0.0000	0.3260	0.7146	-0.0916	-0.0229	0.8969	0.5323	-2.1403	-0.3285	1.4964	-1.0417	-0.3584	0.0346	-0.9123
123.1000	31.9707	-0.0001	0.0000	0.3280	0.6944	-0.1094	-0.0388	0.9120	0.4767	-5.9932	1.0051	-0.7285	0.3612	-0.1447	0.1619	-0.7144
123.1500	31.9871	-0.0001	0.0000	0.3280	0.7300	-0.0418	-0.0005	0.8131	0.6468	0.2036	0.4819	2.1558	-1.5657	-0.4991	0.0200	-2.0668
123.2000	32.0035	-0.0001	0.0000	0.3280	0.7030	-0.0980	-0.0125	0.8980	0.5080	4.6558	1.1552	-0.8053	0.1125	-0.2515	-0.4256	-0.9642
123.2500	32.0199	-0.0001	0.0000	0.3280	0.7135	-0.0519	0.0377	0.8167	0.6103	-2.1796	-2.6738	1.8233	-0.9352	-0.6546	-0.8368	-1.2421
123.3000	32.0363	-0.0001	0.0000	0.3260	0.7264	-0.1170	0.0279	0.9592	0.4935	-4.7053	2.5260	-0.4639	-1.6900	0.3213	-0.4011	-1.4354
123.3500	32.0526	-0.0001	0.0000	0.3260	0.6872	-0.0260	-0.0814	0.7390	0.6354	2.2728	0.4619	-1.7705	1.2313	-0.7031	-0.2494	-2.2223
123.4000	32.0689	-0.0001	0.0000	0.3260	0.7657	-0.0640	0.0213	0.8931	0.6384	3.0469	-1.3852	-1.9074	-1.1395	-0.2710	0.2501	-1.0442
123.4500	32.0852	-0.0001	0.0000	0.3260	0.6513	-0.0927	0.0563	0.8357	0.4668	-0.2459	-0.7328	0.3104	0.2635	0.2097	0.0396	-0.7238
123.5000	32.1015	-0.0001	0.0000	0.3260	0.6785	-0.0836	0.0071	0.8448	0.5122	-2.4685	-1.2181	1.2085	0.3079	0.4914	-0.1025	-1.7369
123.5500	32.1178	-0.0001	0.0000	0.3280	0.6349	-0.0735	-0.1114	0.7811	0.4887	-1.4982	2.8558	0.5360	0.6009	-0.0137	-0.2934	-1.1290
123.6000	32.1342	-0.0001	0.0000	0.3260	0.7448	-0.0734	0.0186	0.8908	0.5988	-3.1855	-0.0041	0.1864	0.2812	-0.3389	0.1179	-1.2139
123.6500	32.1505	-0.0001	0.0000	0.3280	0.7673	-0.1197	0.0082	1.0055	0.5291	-5.0086	-0.7358	-1.6599	1.4889	-0.4944	-0.0290	-2.6558
123.7000	32.1669	-0.0001	0.0000	0.3260	0.7574	-0.0430	0.0088	0.8429	0.6719	-0.5991	-0.3406	0.2196	0.0504	0.0252	0.0542	-2.2600
123.7500	32.1832	-0.0001	0.0000	0.3280	0.7932	-0.0863	0.0142	0.9649	0.6215	2.8542	-2.5504	-1.1464	1.6398	0.7875	-0.8221	-0.7191
123.8000	32.1996	-0.0001	0.0000	0.3260	0.7025	-0.0926	0.0044	0.8867	0.5182	0.6175	0.0779	-0.6882	0.5210	-0.5672	0.1130	-1.6992
123.8500	32.2159	-0.0001	0.0000	0.3280	0.7565	-0.0242	0.0197	0.8045	0.7084	-3.9454	-0.9316	0.6481	1.1248	-0.6060	-0.0389	-0.8228
123.9000	32.2323	-0.0001	0.0000	0.3280	0.7200	-0.0309	0.1038	0.7816	0.6584	-2.9430	-0.6611	-1.8952	0.0415	-0.5720	-0.0290	-1.4919
123.9500	32.2487	-0.0001	0.0000	0.3260	0.6882	-0.1205	-0.0420	0.9280	0.4484	0.0894	0.1835	1.0181	0.8051	0.6903	0.2844	-1.1149
124.0000	32.2650	-0.0001	0.0000	0.3260	0.7475	-0.0731	0.0049	0.8930	0.6019	0.0609	-0.3634	0.5064	-0.7931	-0.5672	0.1619	-2.3449
124.0500	32.2813	-0.0001	0.0000	0.3280	0.7751	-0.0517	-0.0235	0.8780	0.6723	-2.6147	0.5643	0.8600	1.4800	0.1806	-0.5235	-1.8406
124.1000	32.2977	-0.0001	0.0000	0.3280	0.7356	-0.1372	-0.0393	1.0088	0.4625	-0.7240	-1.6969	-0.1633	-0.0650	-0.7177	-0.2395	-2.0385
124.1500	32.3141	-0.0001	0.0000	0.3260	0.7123	-0.0154	0.0902	0.7430	0.6817	1.4843	-1.4771	-0.7333	1.1781	-0.2710	-0.3032	-1.2657
124.2000	32.3304	-0.0001	0.0000	0.3280	0.8107	-0.0324	0.0781	0.8752	0.7462	-1.2556	-2.9829	-0.2243	-0.4912	0.8846	-0.3277	-1.3835
124.2500	32.3468	-0.0001	0.0000	0.3260	0.7284	-0.0828	-0.0688	0.8932	0.5636	-3.1606	-0.5582	-1.3441	0.9561	-0.1690	-0.0829	-1.5720
124.3000	32.3631	-0.0001	0.0000	0.3280	0.7250	-0.0936	-0.0115	0.9111	0.5388	-3.2461	-0.2504	-1.3213	0.5476	0.2437	-0.9642	-1.3741
124.3500	32.3795	-0.0001	0.0000	0.3260	0.7487	-0.0300	0.0399	0.8083	0.6891	2.8043	-0.2141	1.6935	1.5865	-0.2515	0.0493	-1.3788
124.4000	32.3958	-0.0001	0.0000	0.3260	0.7284	-0.0376	-0.0087	0.8032	0.6536	2.6616	0.1909	0.3789	-1.4059	0.5788	0.4067	-1.1668
124.4500	32.4121	-0.0001	0.0000	0.3280	0.6575	-0.0786	0.0251	0.8139	0.5012	-2.0904	-0.6618	0.6053	0.2191	-0.2807	0.8278	-1.3647
124.5000	32.4285	-0.0001	0.0000	0.3260	0.7860	-0.0529	0.0410	0.8914	0.6807	-3.1677	0.5324	0.6036	-0.9708	-0.1544	-0.5773	-1.8878
124.5500	32.4448	-0.0001	0.0000	0.3280	0.6496	-0.0306	-0.0825	0.7105	0.5886	-0.3529	-0.3437	-0.5141	0.8940	0.7001	0.1619	-1.7794
124.6000	32.4612	-0.0001	0.0000	0.3280	0.7477	-0.0561	0.0071	0.8594	0.6360	-1.8370	0.2353	-1.4039	0.5388	-0.1787	0.3578	-1.7558
124.6500	32.4776	-0.0001	0.0000	0.3280	0.7288	-0.0695	0.0153	0.8671	0.5905	-5.3938	-1.6446	-1.7699	-0.5978	0.0106	-0.2346	-1.4401
124.7000	32.4940	-0.0001	0.0000	0.3260	0.7206	-0.0801	-0.0639	0.8801	0.5611	-0.5598	0.5667	1.1995	-1.5657	-0.4991	0.5536	-1.1290
124.7500	32.5103	-0.0001	0.0000	0.3280	0.7247	-0.0332	-0.0186	0.7908	0.6586	4.7521	-0.2468	-0.1936	-0.0384	0.7875	0.7348	-1.7275
124.8000	32.5267	-0.0001	0.0000	0.3280	0.7891	-0.0727	0.0399	0.9339	0.6444	1.5093	1.7050	0.4401	-0.7222	0.1368	-0.2444	-0.8181
124.8500	32.5431	-0.0001	0.0000	0.3260	0.7009	-0.0900	-0.0300	0.8799	0.5219	-4.1845	0.0632	0.5903	0.5476	0.0737	-0.2395	-1.0914
124.9000	32.5594	-0.0001	0.0000	0.3260	0.7305	-0.1125	0.0197	0.9545	0.5066	-2.0939	-1.5279	-1.2332	0.7341	-0.1884	0.4802	-1.7275
124.9500	32.5757	-0.0001	0.0000	0.3260	0.7602	-0.0312	-0.0628	0.8223	0.6981	2.3655	0.4900	-0.9840	-0.3936	-0.4409	0.6858	-1.0961
125.0000	32.5920	-0.0001	0.0000	0.3280	0.7426	-0.0918	-0.0918	0.9253	0.5599	0.5925	-0.7638	0.0268	-0.6067	0.3213	-0.6851	-0.8511
125.0500	32.6084	-0.0001	0.0000	0.3260	0.7524	-0.1361	0.0393	1.0231	0.4816	-2.4292	-0.7931	-1.5478	1.4977	0.4525	-0.7634	-1.9348
125.1000	32.6247	-0.0001	0.0000	0.3260	0.6487	-0.0992	0.0705	0.8462	0.4513	0.1429	-1.8685	-0.2485	-1.4680	-0.1059	-0.0584	-2.2081
125.1500	32.6410	-0.0001	0.0000	0.3260	0.8178	-0.0672	-0.0147	0.9515	0.6841	1.8125	1.4932	0.7650	-0.4380	0.7729	0.2354	-0.8558
125.2000	32.6573	-0.0001	0.0000	0.3280	0.6860	-0.0421	0.0492	0.7698	0.6022	-2.9679	-0.6061	-1.1103	-1.3881	0.3505	0.4508	-0.8746
125.2500	32.6737	-0.0001	0.0000	0.3260	0.7735	-0.0971	-0.0382	0.9667	0.5802	-5.4224	0.1186	-0.7041	-0.2781	0.1514	0.5096	-1.2563
125.3000	32.6900	-0.0001	0.0000	0.3280	0.7305	-0.0762	0.0088	0.8822	0.5789	-1.4374	0.6485	-0.4903	-0.7132	-0.1205	-0.1710	-1.3458
125.3500	32.7064	-0.0001	0.0000	0.3260	0.6819	-0.1009	0.0317	0.8828	0.4810	3.0041	-0.5368	0.4757	1.0981	0.4040	0.4997	-1.4872
125.4000	32.7227	-0.0001	0.0000	0.3280	0.7416	-0.0502	-0.0240	0.8414	0.6417	0.4819	1.2557	0.6429	-0.5978	0.7341	0.3871	-1.3411
125.4500	32.7391	-0.0001	0.0000	0.3260	0.7820	-0.0723	0.0312	0.9258	0.6382	-2.6504	-0.9587	1.0711	1.7730	-0.3632	-0.9886	-1.2374
125.5000	32.7554	-0.0001	0.0000	0.3280	0.7537	-0.0665	0.0366	0.8860	0.6214	-0.9166	1.0766	-0.0396	-0.3226	-0.4117	0.1766	-1.7181
125.5500	32.7718	-0.0001	0.0000	0.3260	0.6979	-0.1087	-0.0344	0.9143	0.4815	0.0359	0.2201	0.7170	1.7464	-0.3486	-0.2836	-1.6992
125.6000	32.7881	-0.0001	0.0000	0.3280	0.7771	-0.1090	0.0017	0.9941	0.5601	-2.5256	-0.4386	-1.3103	0.3966	-0.0428	0.0200	-1.5579
125.6500	32.8045	-0.0001	0.0000	0.3260	0.6579	-0.0469	-0.0202	0.7512	0.5646	-1.6051	-0.8661	-0.1302	0.9294	-0.1205	0.2158	-1.4071
125.7000	32.8208	-0.0001	0.0000	0.3280	0.7077	-0.1024	-0.0524	0.9114	0.5040	0.8314	-0.2359	-0.9416	-0.1094	0.5690	0.0150	-1.3505
125.7500	32.8372	-0.0001	0.0000	0.3260	0.6836	-0.1030	0.0514	0.8885	0.4786	0.5960	-1.4803	-1.0457	0.7075	-0.2807	-0.0829	-1.1809
125.8000	32.8535	-0.0001	0.0000	0.3260	0.7322	-0.0298	0.0344	0.7915	0.6730	-1.3269	-1.7663	-1.3280	-1.2904	-0.7468	-0.5773	-1.3082
125.8500	32.8698	-0.0001	0.0000	0.3280	0.6761	-0.0687	-0.0606	0.8128	0.5394	-3.0964	-0.8111	-0.5819	1.3201	-0.1933	0.2794	-0.9877
125.9000	32.8862	-0.0001	0.0000	0.3260	0.7118	-0.0943	-0.0612	0.8994	0.5243	-1.5017	0.4716	0.8245	-0.6333	0.1029	0.1080	-0.5118
125.9500	32.9025	-0.0001	0.0000	0.3280	0.6695	-0.1063	0.0104	0.8810	0.4579	0.3963	1.1440	0.3641	0.8495	0.0252	-0.2689	-1.0537
126.0000	32.9189	-0.0001	0.0000	0.3260	0.7863	-0.0514	0.0541	0.8887	0.6839	1.1276	-0.2396	0.8253	-1.8498	0.1854	1.0236	-1.5202
126.0500	32.9352	-0.0001	0.0000	0.3280	0.6899	-0.1044	-0.0491	0.8977	0.4821	-0.1852	0.0594	-0.1162	1.4623	-0.1059	-0.2298	-1.1290
126.1000	32.9516	-0.0001	0.0000	0.3260	0.7382	-0.0348	-0.0065	0.8075	0.6689	-0.7061	-0.9635	0.3918	-1.1573	0.2777	-0.2151	-1.8500
126.1500	32.9679	-0.0001	0.0000	0.3280	0.7575	-0.0859	0.0568	0.9285	0.5864	-2.6219	-0.6277	-1.2721	-0.1982	0.6467	0.2452	-1.0537
126.2000	32.9843	-0.0001	0.0000	0.3280	0.6617	-0.0125	0.0481	0.6865	0.6369	-5.0371	-0.2535	0.8397	-1.9119	0.4622	0.7788	-0.7851
126.2500	33.0007	-0.0001	0.0000	0.3280	0.6978	-0.0888	-0.0639	0.8746	0.5211	-2.5648	0.6693	-1.9592	0.1214	-0.5672	0.3187	-1.6097
126.3000	33.0171	-0.0001	0.0000	0.3280	0.7382	-0.0376	-0.0972	0.8130	0.6633	1.9588	0.1661	1.1413	0.0326	-0.6351	-0.2542	-1.0773
126.3500	33.0335	-0.0001	0.0000	0.3260	0.7129	-0.0563	0.0011	0.8250	0.6007	1.8125	-0.2382	-0.0446	0.2812	-0.3778	0.4753	-1.6474
126.4000	33.0498	-0.0001	0.0000	0.3280	0.7456	-0.1248	0.0759	0.9940	0.4972	-0.2139	-0.9680	0.5280	0.0060	-0.0282	-0.3424	-2.0762
126.4500	33.0662	-0.0001	0.0000	0.3260	0.7106	-0.1186	-0.0104	0.9466	0.4747	-0.8060	1.0332	0.0580	-0.5978	-0.1496	-0.2199	-0.9971
126.5000	33.0825	-0.0001	0.0000	0.3260	0.7612	-0.0499	-0.0011	0.8605	0.6619	-0.5527	0.5445	0.6437	1.5687	0.2485	-0.0389	-1.2751
126.5500	33.0988	-0.0001	0.0000	0.3260	0.7649	-0.0263	0.0104	0.8173	0.7125	0.5674	1.1983	-0.4816	-1.2371	-0.1690	0.0934	-0.7851
126.6000	33.1151	-0.0001	0.0000	0.3280	0.6797	-0.1127	0.0317	0.9039	0.4555	-0.7097	0.0937	0.4797	1.3024	0.1806	0.4018	-0.7286
126.6500	33.1315	-0.0001	0.0000	0.3260	0.6520	-0.0313	0.0088	0.7143	0.5897	0.1216	-0.4268	-0.8489	0.7785	0.7195	0.2109	-2.0621
126.7000	33.1478	-0.0001	0.0000	0.3260	0.7505	-0.0584	-0.0153	0.8668	0.6342	0.4854	-1.7391	-0.5142	-0.5267	0.1368	0.1276	-1.0914
126.7500	33.1641	-0.0001	0.0000	0.3280	0.7248	-0.0258	0.0301	0.7763	0.6734	-1.6944	-0.4604	-1.0509	1.1514	-0.0524	-0.1122	-2.1846
126.8000	33.1805	-0.0001	0.0000	0.3260	0.6748	-0.1010	0.0301	0.8759	0.4737	-3.4424	0.6231	1.1147	0.3345	-0.2613	0.4949	-0.8275
126.8500	33.1968	-0.0001	0.0000	0.3280	0.7034	-0.0034	-0.0202	0.7101	0.6966	-3.1142	1.1321	-0.0972	-1.2016	0.1368	0.5585	-1.2940
126.9000	33.2132	-0.0001	0.0000	0.3260	0.7633	-0.0764	0.0279	0.9154	0.6112	0.1822	-0.0183	0.6221	-1.8676	0.4233	-0.4550	-1.5296
126.9500	33.2295	-0.0001	0.0000	0.3280	0.6617	-0.0444	0.0574	0.7500	0.5734	1.4094	-0.7680	-1.4949	1.5066	-0.3001	-0.0633	-1.6804
127.0000	33.2459	-0.0001	0.0000	0.3260	0.7379	-0.0799	0.0126	0.8969	0.5790	-0.0283	0.6672	1.4111	-0.7754	-0.4701	0.8131	-1.8689
127.0500	33.2622	-0.0001	0.0000	0.3280	0.7366	-0.0474	-0.0524	0.8309	0.6422	-0.3351	-0.5881	-2.0762	1.3291	-0.4506	0.3970	-1.4683
127.1000	33.2786	-0.0001	0.0000	0.3260	0.7274	-0.0368	0.0268	0.8007	0.6542	-2.1581	-0.3752	1.2817	-0.0295	-0.0622	-0.2983	-1.1715
127.1500	33.2949	-0.0001	0.0000	0.3280	0.6556	-0.1153	0.0667	0.8850	0.4263	-3.3640	1.5165	-0.3643	-0.9974	0.7438	0.5585	-0.6908
127.2000	33.3113	-0.0001	0.0000	0.3260	0.7219	-0.0733	-0.0530	0.8678	0.5760	-2.8894	0.5419	0.7253	-0.6067	0.2923	-0.4452	-1.1573
127.2500	33.3276	-0.0001	0.0000	0.3280	0.6640	-0.0282	-0.0082	0.7201	0.6080	-0.7632	2.2466	-0.1215	1.1781	0.1321	0.4214	-1.1149
127.3000	33.3440	-0.0001	0.0000	0.3280	0.7097	-0.0811	0.0126	0.8710	0.5484	1.6199	-1.2631	-0.2974	0.9028	-0.6836	-0.2494	-1.6992
127.3500	33.3604	-0.0001	0.0000	0.3260	0.7263	-0.1198	0.0437	0.9648	0.4878	0.8564	-1.3861	-1.8801	-1.1128	0.0106	-0.6557	-1.5107
127.4000	33.3767	-0.0001	0.0000	0.3260	0.6982	-0.0898	-0.0300	0.8769	0.5196	-0.6276	-2.3625	0.5006	0.1570	0.0689	0.0150	-0.6908
127.4500	33.3930	-0.0001	0.0000	0.3280	0.7241	-0.1070	-0.0131	0.9371	0.5111	-1.3090	0.0790	-2.3733	1.1159	0.7972	0.4214	-2.5474
127.5000	33.4094	-0.0001	0.0000	0.3280	0.7265	-0.0887	0.0273	0.9031	0.5500	-1.1235	0.0012	1.2597	0.0771	-0.1496	-0.3570	-2.1422
127.5500	33.4258	-0.0001	0.0000	0.3260	0.7140	-0.0764	-0.0082	0.8660	0.5620	-1.4482	0.1898	-0.8305	1.6576	-0.9362	-0.6998	-2.1140
127.6000	33.4421	-0.0001	0.0000	0.3260	0.7161	-0.0820	0.0344	0.8792	0.5530	1.7875	-2.2709	-1.4888	-2.4358	-0.5040	0.1228	-1.0914
127.6500	33.4584	-0.0001	0.0000	0.3280	0.7418	-0.1451	0.0202	1.0304	0.4531	0.7779	-1.3223	-1.3674	-0.8553	-0.0185	0.2256	-0.9217
127.7000	33.4748	-0.0001	0.0000	0.3280	0.7081	-0.0260	-0.0016	0.7599	0.6563	-2.0654	-0.3034	0.3126	-0.3226	0.8118	-0.7340	-1.7652
127.7500	33.4912	-0.0001	0.0000	0.3260	0.7083	-0.1223	-0.0546	0.9517	0.4648	-6.5925	1.6377	0.0363	-1.8143	-0.0428	0.3528	-1.7416
127.8000	33.5075	-0.0001	0.0000	0.3280	0.6953	-0.0462	-0.0207	0.7873	0.6033	-1.5516	-0.4195	1.4066	1.4800	0.3942	-0.0976	-1.8359
127.8500	33.5239	-0.0001	0.0000	0.3260	0.7159	-0.1102	0.0497	0.9352	0.4966	1.1097	0.8881	0.3926	0.6986	-0.5332	-0.3766	-1.8076
127.9000	33.5402	-0.0001	0.0000	0.3280	0.6959	-0.0818	0.0262	0.8587	0.5332	-0.4350	0.2232	-1.4440	1.0449	0.4961	-0.2199	-1.1479
127.9500	33.5566	-0.0001	0.0000	0.3260	0.6859	-0.0984	-0.0710	0.8818	0.4901	-0.9951	-0.4118	0.3461	-1.2282	0.7487	0.2060	-0.8793
128.0000	33.5729	-0.0001	0.0000	0.3280	0.6888	-0.0653	-0.0606	0.8187	0.5588	1.0919	-1.7243	-0.5559	0.6009	-0.0816	0.2745	-0.7474
128.0500	33.5893	-0.0001	0.0000	0.3260	0.7207	-0.1296	0.0612	0.9786	0.4627	-0.0248	-1.0874	-1.1637	1.6132	-0.6449	-0.6214	-1.7700
128.1000	33.6056	-0.0001	0.0000	0.3260	0.6808	-0.0838	0.0448	0.8477	0.5140	-2.7931	-1.6112	-1.1468	1.3201	-0.4652	-0.1465	-1.8359
128.1500	33.6219	-0.0001	0.0000	0.3280	0.7185	-0.1184	0.0388	0.9542	0.4829	-3.2427	0.3414	-0.5404	0.4766	-0.1059	-0.0192	-1.5249
128.2000	33.6383	-0.0001	0.0000	0.3260	0.6804	-0.0041	-0.0759	0.6885	0.6723	0.7102	0.0508	0.9715	1.2135	-0.1593	-0.7291	-1.2139
128.2500	33.6546	-0.0001	0.0000	0.3260	0.7533	-0.0429	0.0257	0.8386	0.6680	2.3584	0.8258	0.2467	1.0272	-0.4847	-0.0829	-0.6108
128.3000	33.6709	-0.0001	0.0000	0.3280	0.6079	-0.0593	0.0738	0.7259	0.4898	-0.6205	-1.2503	1.3735	0.3878	-0.8342	0.8963	-1.2610
128.3500	33.6873	-0.0001	0.0000	0.3260	0.7219	-0.0924	-0.0016	0.9057	0.5381	-2.9930	0.6287	0.5301	-0.6067	-0.1398	-0.8858	-0.7050
128.4000	33.7036	-0.0001	0.0000	0.3280	0.7252	-0.0391	-0.0475	0.8031	0.6474	-1.0201	0.5741	0.5604	-0.9974	-0.2807	-0.4990	-1.3458
128.4500	33.7200	-0.0001	0.0000	0.3260	0.7545	-0.0769	0.0273	0.9075	0.6016	-0.4136	1.5729	-0.4491	-0.5445	0.7438	-0.0877	-1.5249
128.5000	33.7363	-0.0001	0.0000	0.3260	0.7059	-0.0797	0.0820	0.8645	0.5474	-0.2423	-1.5881	0.6185	0.7785	-0.0913	0.2402	-1.2327
128.5500	33.7526	-0.0001	0.0000	0.3280	0.7130	-0.0463	-0.0115	0.8050	0.6209	-0.3922	0.7108	-0.3444	-1.4236	0.3069	-0.0241	-0.5353
128.6000	33.7690	-0.0001	0.0000	0.3280	0.7166	-0.0137	-0.0235	0.7438	0.6893	0.1037	0.2391	2.1971	-0.6422	0.3748	0.6026	-1.5626
128.6500	33.7854	-0.0001	0.0000	0.3260	0.6799	-0.0700	0.0175	0.8191	0.5407	-0.5670	-0.0483	-2.5833	1.3113	0.2049	-0.2983	-1.2751
128.7000	33.8017	-0.0001	0.0000	0.3260	0.6931	-0.0736	0.0836	0.8395	0.5467	-2.8145	-1.0605	0.0714	0.9294	-0.2321	-0.0829	-1.2846
128.7500	33.8180	-0.0001	0.0000	0.3280	0.7613	-0.0665	0.0055	0.8937	0.6289	-3.6350	0.1358	-0.4062	1.1869	0.1611	0.0787	-1.2139
128.8000	33.8344	-0.0001	0.0000	0.3260	0.6277	-0.0384	0.0109	0.7042	0.5513	-1.7265	0.6550	0.1344	0.6098	0.0155	-0.4794	-1.2940
128.8500	33.8507	-0.0001	0.0000	0.3280	0.7259	-0.0809	0.0104	0.8868	0.5650	1.2061	-0.1248	-1.0568	-0.6244	0.1272	-0.4599	-2.1657
128.9000	33.8671	-0.0001	0.0000	0.3280	0.6506	-0.0869	0.0372	0.8235	0.4777	0.5567	-1.0806	-0.9603	2.1193	-0.2467	-0.2151	-0.8840
128.9500	33.8835	-0.0001	0.0000	0.3260	0.6654	-0.0670	-0.0011	0.7986	0.5321	-0.0926	-1.1341	-1.3784	-0.4202	-0.1254	0.2501	-0.8746
129.0000	33.8998	-0.0001	0.0000	0.3280	0.6632	-0.0629	0.0432	0.7883	0.5382	-1.5587	-0.7099	1.2604	0.4144	-0.7710	-0.4942	-0.8039
129.0500	33.9162	-0.0001	0.0000	0.3280	0.7724	-0.0425	0.0525	0.8570	0.6877	-0.6098	0.9203	0.2277	-0.4025	0.2000	-0.2395	-1.2327
129.1000	33.9326	-0.0001	0.0000	0.3260	0.6159	-0.0510	0.0115	0.7175	0.5144	-2.5934	1.1395	0.5003	-1.2549	-0.5429	0.0738	-1.9631
129.1500	33.9489	-0.0001	0.0000	0.3280	0.7116	-0.0509	0.0049	0.8129	0.6103	-0.3922	1.2273	0.2777	-1.2637	0.0058	0.3920	-1.6804
129.2000	33.9653	-0.0001	0.0000	0.3260	0.6786	-0.0303	-0.0377	0.7389	0.6183	1.0527	-0.8737	-0.3065	1.2846	0.3069	-0.0290	-1.4825
129.2500	33.9816	-0.0001	0.0000	0.3280	0.7087	-0.0575	0.0645	0.8231	0.5943	0.8707	-2.0750	-0.0870	-0.8819	0.6564	-0.1465	-1.2798
129.3000	33.9980	-0.0001	0.0000	0.3260	0.6682	-0.0754	0.0617	0.8183	0.5181	-2.1474	0.5185	0.6180	-0.2338	-0.5089	0.1570	-1.7982
