time 	x0 	y0 	psi 	u 	heave 	trim 	roll 	z_VF 	z_VA 	X 	Y 	N 	WG1 	WG2 	WG3 	WG4 	
s 	m 	m 	� 	m/s 	mm 	mm/m 	Nm 	mm 	mm 	N 	N 	Nm 	mm 	mm 	mm 	mm 	
39.1000	4.5088	-0.0001	0.0100	0.3220	1.4679	0.0398	-0.0005	1.3887	1.5472	-6.9952	-1.4308	-1.5820	0.0004	-0.1239	-0.6847	-1.8855
39.1500	4.5249	-0.0001	0.0100	0.3280	1.4841	-0.0352	-0.0092	1.5541	1.4141	-2.6035	0.4097	-0.4119	0.3378	-0.1821	0.0105	-2.4793
39.2000	4.5413	-0.0001	0.0100	0.3220	1.4405	-0.0388	-0.0354	1.5176	1.3633	-0.7520	-0.8783	-0.4183	1.1992	0.4151	-0.1754	-2.1401
39.2500	4.5574	-0.0001	0.0100	0.3280	1.5242	-0.0726	-0.0103	1.6687	1.3798	-1.8115	0.4248	0.3618	-0.1239	-0.1529	0.6324	-2.5782
39.3000	4.5738	-0.0001	0.0100	0.3220	1.4382	0.0027	0.0214	1.4329	1.4436	-2.2146	0.3530	0.0942	1.3323	0.3423	-0.5818	-2.9034
39.3500	4.5899	-0.0001	0.0100	0.3280	1.5303	-0.0540	0.0268	1.6377	1.4229	1.0353	-1.3342	-0.8402	0.4532	-0.2841	-0.2636	-2.9175
39.4000	4.6063	-0.0001	0.0100	0.3220	1.5478	0.0264	0.0312	1.4953	1.6003	-0.3559	-0.3369	0.6781	0.6663	0.2403	-0.2734	-2.3898
39.4500	4.6224	-0.0001	0.0100	0.3280	1.5154	-0.0201	0.0197	1.5554	1.4754	-3.7130	-1.1739	0.8356	-0.5768	-0.3375	0.2651	-2.1495
39.5000	4.6388	-0.0001	0.0100	0.3220	1.5213	-0.0113	0.0039	1.5438	1.4988	-4.9616	-0.4325	-0.5123	1.3146	-0.4540	-0.5231	-2.7573
39.5500	4.6549	-0.0001	0.0100	0.3300	1.5192	-0.0512	0.0044	1.6210	1.4173	-2.7961	1.6101	0.6325	-0.3015	0.3909	-0.2244	-2.4793
39.6000	4.6714	-0.0001	0.0100	0.3220	1.4984	-0.0861	0.0449	1.6698	1.3270	-0.0920	0.1593	-0.9681	0.0981	-0.0607	-0.1804	-2.6537
39.6500	4.6875	-0.0001	0.0100	0.3300	1.5512	-0.0013	-0.0043	1.5538	1.5486	-1.4298	0.6035	1.4658	0.2757	0.0461	0.0351	-2.1023
39.7000	4.7040	-0.0001	0.0100	0.3240	1.5065	-0.0572	-0.0136	1.6203	1.3926	-3.9771	-1.8305	0.8059	-1.2161	-0.6337	-0.3811	-2.2389
39.7500	4.7202	-0.0001	0.0100	0.3300	1.5715	-0.0346	-0.0289	1.6404	1.5026	-3.2885	-0.9011	-1.3682	-0.5857	0.4103	-0.1363	-3.0447
39.8000	4.7367	-0.0001	0.0100	0.3240	1.5876	0.0075	-0.0425	1.5727	1.6024	-1.4727	1.5176	1.4125	-1.3404	0.1433	-0.1217	-2.4322
39.8500	4.7529	-0.0001	0.0100	0.3280	1.5178	-0.0358	0.0678	1.5890	1.4467	-2.6071	0.7763	-0.1342	0.9238	-0.0025	-0.7336	-3.1296
39.9000	4.7693	-0.0001	0.0100	0.3260	1.5444	0.0071	0.0771	1.5302	1.5585	-2.6463	-0.4438	1.0784	-1.0384	0.0218	-0.2489	-2.5688
39.9500	4.7856	-0.0001	0.0100	0.3300	1.5505	-0.0999	0.0601	1.7493	1.3517	1.7024	0.8673	-0.0444	-0.6922	0.2549	-0.2392	-1.8714
40.0000	4.8021	-0.0001	0.0100	0.3220	1.4962	0.0096	0.0170	1.4771	1.5152	4.5279	2.1770	-0.2975	-0.2127	0.2403	-0.3322	-2.5123
40.0500	4.8182	-0.0001	0.0100	0.3300	1.4909	-0.0735	0.0306	1.6371	1.3446	-1.6510	1.1498	0.3467	1.1992	0.0218	-0.6406	-2.8375
40.1000	4.8347	-0.0001	0.0100	0.3220	1.5495	-0.0178	0.0765	1.5849	1.5141	-4.5621	0.6126	-0.4644	1.1369	0.6822	-0.2049	-2.4369
40.1500	4.8508	-0.0001	0.0100	0.3280	1.6190	-0.0503	0.1481	1.7192	1.5189	-2.1647	-1.6642	-0.1822	0.5864	0.2015	-0.2097	-2.4982
40.2000	4.8672	-0.0001	0.0100	0.3240	1.5179	-0.0351	0.0842	1.5878	1.4480	0.5466	-0.0914	0.5551	-1.2516	-0.4200	0.2456	-2.5594
40.2500	4.8834	-0.0001	0.0100	0.3300	1.5894	-0.0913	0.0033	1.7711	1.4078	-0.2561	3.3712	-0.2992	-0.6478	0.1238	0.2700	-2.4322
40.3000	4.8999	-0.0001	0.0100	0.3240	1.5761	-0.1101	-0.0633	1.7951	1.3571	-2.1754	3.9091	0.9061	-1.4647	0.4054	-0.1853	-3.2097
40.3500	4.9161	-0.0001	0.0100	0.3280	1.5994	-0.0628	-0.0021	1.7243	1.4745	-4.4230	0.8224	-0.3136	0.1336	-0.0316	-0.0237	-3.5631
40.4000	4.9325	-0.0001	0.0100	0.3260	1.5824	-0.0324	0.0842	1.6470	1.5179	-4.0091	-0.3404	0.7870	-1.0829	-0.6580	-0.1853	-2.4181
40.4500	4.9488	-0.0001	0.0100	0.3300	1.5349	-0.0858	0.0967	1.7057	1.3640	-3.4276	-0.5418	-0.4515	0.3200	-0.3569	-0.6945	-2.9411
40.5000	4.9653	-0.0001	0.0100	0.3260	1.6225	-0.0843	0.0667	1.7902	1.4547	-2.3717	1.4290	0.4256	0.5065	-0.2258	-0.6553	-1.9986
40.5500	4.9816	-0.0001	0.0100	0.3300	1.4977	-0.0499	-0.0054	1.5969	1.3985	-2.1682	2.3694	-0.0234	-1.5358	-0.1481	0.4120	-2.2532
40.6000	4.9981	-0.0001	0.0100	0.3240	1.5560	-0.0742	0.0776	1.7036	1.4084	0.5288	0.4324	0.5381	-0.8964	-0.5899	-0.2979	-2.2861
40.6500	5.0143	-0.0001	0.0100	0.3320	1.5871	-0.0844	0.0978	1.7550	1.4192	2.8334	-0.2985	0.3225	-1.7666	0.3714	0.0351	-2.6207
40.7000	5.0309	-0.0001	0.0100	0.3240	1.5332	-0.0827	0.0634	1.6977	1.3687	0.3040	0.4272	1.9381	0.4799	-0.1675	-0.1314	-3.1108
40.7500	5.0471	-0.0001	0.0100	0.3300	1.5459	-0.0705	-0.0682	1.6863	1.4056	-2.5250	0.3163	-0.8413	0.1070	-0.1286	-0.6161	-2.7715
40.8000	5.0636	-0.0001	0.0100	0.3220	1.5424	-0.1271	-0.0644	1.7954	1.2895	-1.0624	2.0027	0.9358	0.8795	-0.7016	0.4952	-2.0929
40.8500	5.0797	-0.0001	0.0100	0.3300	1.4835	-0.0715	0.0083	1.6257	1.3413	2.5194	-0.8765	-0.4728	0.9238	0.3277	-0.5524	-2.3992
40.9000	5.0962	-0.0001	0.0100	0.3240	1.5002	-0.0687	0.0525	1.6369	1.3635	1.6525	-0.2261	-0.2525	0.8440	0.1966	0.0204	-3.1862
40.9500	5.1124	-0.0001	0.0100	0.3280	1.5708	-0.1077	-0.0049	1.7852	1.3565	-2.4608	-1.0798	-1.2355	-0.5768	0.2549	-0.3469	-3.6433
41.0000	5.1288	-0.0001	0.0100	0.3220	1.5173	-0.0591	-0.0409	1.6348	1.3997	-0.1812	1.4000	0.9030	0.7018	-0.0170	0.1427	-2.4510
41.0500	5.1449	-0.0001	0.0100	0.3300	1.5929	-0.0837	-0.0038	1.7596	1.4263	1.0139	-0.2768	-1.1736	-1.6512	-0.5365	-0.4644	-1.9045
41.1000	5.1614	-0.0001	0.0100	0.3240	1.6150	-0.0785	0.0798	1.7712	1.4587	-5.8500	-1.0037	0.5539	0.3645	-0.6773	0.1231	-2.2295
41.1500	5.1776	-0.0001	0.0100	0.3300	1.4916	-0.1266	0.1104	1.7435	1.2398	-8.8895	-0.3416	1.2355	-0.9586	0.1869	-0.3713	-1.8526
41.2000	5.1941	-0.0001	0.0100	0.3240	1.5721	-0.1045	0.0028	1.7800	1.3642	-2.2147	1.5271	0.2975	-1.3493	0.3617	-0.5917	-2.2720
41.2500	5.2103	-0.0001	0.0100	0.3300	1.5455	-0.1568	0.0438	1.8575	1.2335	4.5101	1.1631	-0.0617	0.1958	0.5705	0.0105	-3.1909
41.3000	5.2268	-0.0001	0.0100	0.3260	1.5337	-0.0433	0.1082	1.6199	1.4475	-0.2026	0.0489	-0.4587	0.4089	0.1092	-0.1754	-2.9128
41.3500	5.2431	-0.0001	0.0100	0.3300	1.5029	-0.1211	0.0973	1.7439	1.2620	-3.8236	-1.0225	-1.3476	-1.9264	-0.2744	-0.8756	-2.4039
41.4000	5.2596	-0.0001	0.0100	0.3240	1.6203	-0.0737	0.0618	1.7669	1.4736	-2.4501	-0.2878	2.4690	1.4300	0.0267	-0.2000	-2.7291
41.4500	5.2758	-0.0001	0.0100	0.3300	1.5382	-0.0270	-0.0098	1.5919	1.4844	3.8964	3.7147	1.1077	-1.2516	-0.1627	-0.2440	-1.7819
41.5000	5.2923	-0.0001	0.0100	0.3220	1.5735	-0.1250	0.0438	1.8223	1.3247	1.5240	1.0909	-1.1446	0.4355	0.0898	-0.4497	-2.5735
41.5500	5.3084	-0.0001	0.0100	0.3300	1.5958	-0.0787	0.0574	1.7524	1.4392	-3.5240	0.5530	0.5446	-0.6656	0.1433	0.3141	-2.4557
41.6000	5.3249	-0.0001	0.0100	0.3240	1.5293	-0.0932	0.1000	1.7147	1.3439	-1.2871	-0.4896	0.8364	-0.0262	-0.2987	-0.4692	-2.4133
41.6500	5.3411	-0.0001	0.0100	0.3300	1.5737	-0.0372	-0.0458	1.6477	1.4997	2.0806	1.6574	2.4779	1.5543	-0.1870	0.0252	-2.9977
41.7000	5.3576	-0.0001	0.0100	0.3240	1.5470	-0.1576	-0.0584	1.8606	1.2335	-3.3705	1.1911	-1.7484	-0.2305	-0.2792	-0.3419	-2.6207
41.7500	5.3738	-0.0001	0.0100	0.3320	1.5840	-0.0209	0.0552	1.6256	1.5423	-9.7421	0.4509	-1.2705	-0.1417	-0.6385	0.6617	-2.0976
41.8000	5.3904	-0.0001	0.0100	0.3240	1.6284	-0.0773	0.0530	1.7822	1.4746	-3.5097	0.2286	1.8546	-1.8643	0.4103	-0.8805	-2.1589
41.8500	5.4066	-0.0001	0.0100	0.3300	1.5533	-0.0971	0.1044	1.7465	1.3601	8.4450	0.3030	0.8039	-2.3349	-0.2064	-1.1302	-2.6348
41.9000	5.4231	-0.0001	0.0100	0.3240	1.5058	-0.0470	0.0246	1.5994	1.4122	3.8002	2.2196	0.8687	1.5898	0.0121	-0.2000	-1.8950
41.9500	5.4393	-0.0001	0.0100	0.3300	1.5500	-0.1054	0.0470	1.7597	1.3403	-5.3112	0.6008	-0.9258	-1.1894	-0.4200	0.2946	-2.1354
42.0000	5.4558	-0.0001	0.0100	0.3260	1.6362	-0.0301	0.0875	1.6961	1.5762	-4.5228	0.4109	0.3762	-0.3637	-0.3472	-0.2930	-2.1589
42.0500	5.4721	-0.0001	0.0100	0.3300	1.5642	-0.0892	0.1077	1.7416	1.3867	2.9582	0.5941	1.3440	0.9594	0.5851	-0.1070	-2.8516
42.1000	5.4886	-0.0001	0.0100	0.3240	1.5605	-0.0977	0.1044	1.7550	1.3660	2.4731	-0.7936	1.5201	-0.6922	-0.0025	-0.7385	-2.1401
42.1500	5.5048	-0.0001	0.0100	0.3280	1.5886	-0.1677	0.0601	1.9223	1.2548	-4.0412	1.2641	-0.6927	0.8795	-0.1481	-0.3223	-2.0835
42.2000	5.5212	-0.0001	0.0100	0.3240	1.4958	-0.1332	0.0317	1.7608	1.2308	-2.7320	1.7540	0.7464	-0.8076	-0.1918	0.5981	-2.0835
42.2500	5.5374	-0.0001	0.0100	0.3300	1.5911	-0.0491	0.0634	1.6889	1.4933	1.2957	-0.1113	-0.8980	-1.5358	0.0898	-0.6602	-2.3898
42.3000	5.5539	-0.0001	0.0100	0.3240	1.5875	-0.1291	0.0776	1.8444	1.3305	-0.1919	-0.1747	1.8781	1.2080	0.0121	-0.2000	-2.1211
42.3500	5.5701	-0.0001	0.0100	0.3300	1.5869	-0.0312	0.0012	1.6489	1.5249	-8.1332	-1.2473	0.2011	-2.0152	0.1190	0.1672	-2.9741
42.4000	5.5866	-0.0001	0.0100	0.3240	1.6248	-0.0751	-0.0453	1.7743	1.4753	-6.6598	2.7283	0.0781	-0.0618	-0.2841	-0.2293	-2.3568
42.4500	5.6028	-0.0001	0.0100	0.3300	1.5779	-0.0454	-0.0300	1.6682	1.4876	4.3888	0.2946	-1.0031	0.3645	-0.4443	-0.4252	-2.2342
42.5000	5.6193	-0.0001	0.0100	0.3260	1.5125	-0.0827	0.0547	1.6771	1.3480	4.3067	-0.5793	-0.1232	-0.8521	-0.5317	-0.1217	-1.9327
42.5500	5.6356	-0.0001	0.0100	0.3300	1.5357	-0.1514	0.1044	1.8370	1.2345	-2.7319	-2.3614	-0.1960	-0.8076	0.7064	-0.0580	-2.4510
42.6000	5.6521	-0.0001	0.0100	0.3240	1.4953	-0.0736	0.0618	1.6418	1.3489	-2.9281	1.2745	0.6384	1.0660	0.4103	-0.4154	-1.8102
42.6500	5.6683	-0.0001	0.0100	0.3300	1.5787	-0.1462	0.0246	1.8697	1.2878	4.0177	0.1885	-1.8667	0.3023	-0.4589	0.0252	-2.5924
42.7000	5.6848	-0.0001	0.0100	0.3240	1.6338	-0.0697	0.0006	1.7726	1.4951	0.6715	0.8180	-0.1775	-0.9586	0.6093	0.2504	-2.7479
42.7500	5.7010	-0.0001	0.0100	0.3300	1.5612	-0.0922	0.0722	1.7446	1.3778	-6.7775	0.4227	2.0743	-0.4170	-0.0316	0.0155	-3.3181
42.8000	5.7175	-0.0001	0.0100	0.3240	1.5811	-0.0870	0.0880	1.7543	1.4078	-2.3824	1.3471	-0.3578	0.3556	-0.3326	0.1672	-2.3332
42.8500	5.7337	-0.0001	0.0100	0.3300	1.6341	-0.1380	0.0804	1.9088	1.3594	5.4555	1.1784	-0.9459	0.0271	-0.6531	-0.6406	-2.8469
42.9000	5.7502	-0.0001	0.0100	0.3240	1.5990	-0.0771	0.0378	1.7525	1.4455	2.9796	-0.5124	-0.1135	0.2401	0.3568	-0.1559	-1.9704
42.9500	5.7664	-0.0001	0.0100	0.3300	1.5750	-0.0631	-0.0502	1.7005	1.4495	-4.2981	1.7768	1.6963	-0.9320	0.3520	0.0351	-2.4369
43.0000	5.7829	-0.0001	0.0100	0.3240	1.5103	-0.0879	-0.0540	1.6853	1.3354	-3.8236	0.4690	-0.9996	-0.1239	0.1772	0.0889	-2.5688
43.0500	5.7991	-0.0001	0.0100	0.3280	1.5368	-0.0793	-0.0491	1.6947	1.3789	1.1887	0.7275	-1.1098	0.0714	-0.2889	-0.2636	-2.5924
43.1000	5.8155	-0.0001	0.0100	0.3240	1.5832	-0.1518	-0.0174	1.8853	1.2811	1.3207	1.2709	0.7474	-0.1594	-0.4686	0.1574	-3.3605
43.1500	5.8317	-0.0001	0.0100	0.3300	1.5370	-0.0927	-0.0223	1.7214	1.3525	-3.8200	0.1810	0.4305	-1.9086	-0.3812	-0.8609	-2.1354
43.2000	5.8482	-0.0001	0.0100	0.3240	1.5637	-0.1454	0.0148	1.8530	1.2744	-1.7937	2.3380	0.1144	-0.2838	0.6918	-1.0567	-2.3992
43.2500	5.8644	-0.0001	0.0100	0.3300	1.6147	-0.1138	-0.0114	1.8411	1.3882	0.5145	0.1452	-0.5323	1.0304	0.2743	0.2603	-2.8610
43.3000	5.8809	-0.0001	0.0100	0.3260	1.5270	-0.0537	0.0591	1.6339	1.4201	-1.1587	-0.5242	1.8985	0.0714	-0.8230	-0.1167	-2.2295
43.3500	5.8972	-0.0001	0.0100	0.3300	1.6148	-0.0320	0.0132	1.6785	1.5512	-7.0165	1.0168	0.7215	1.1902	-0.3569	-0.5427	-2.3426
43.4000	5.9137	-0.0001	0.0100	0.3240	1.5627	-0.0962	0.0323	1.7541	1.3713	-3.1422	0.2929	-0.9485	0.8528	0.2258	-0.7239	-2.5547
43.4500	5.9299	-0.0001	0.0100	0.3300	1.5583	-0.0570	0.0487	1.6716	1.4449	4.8775	1.3814	0.2381	-1.1894	0.4296	-0.2930	-3.2191
43.5000	5.9464	-0.0001	0.0100	0.3260	1.5859	-0.0916	0.1088	1.7683	1.4036	2.6086	-0.8768	-0.0515	1.6165	-0.1967	-0.9980	-2.0458
43.5500	5.9627	-0.0001	0.0100	0.3300	1.6046	-0.1447	0.1000	1.8925	1.3166	-5.5146	-1.3090	0.4493	-0.5146	-0.6773	-0.0041	-1.9139
43.6000	5.9792	-0.0001	0.0100	0.3240	1.5624	-0.0711	0.0558	1.7040	1.4209	-1.3193	1.7413	0.3122	-0.3459	-0.8861	-0.1461	-2.6725
43.6500	5.9954	-0.0001	0.0100	0.3280	1.5469	-0.1337	-0.0376	1.8130	1.2809	3.7431	2.2825	1.4087	-0.1239	0.6530	-0.8756	-2.7903
43.7000	6.0118	-0.0001	0.0100	0.3240	1.5576	-0.1119	0.0192	1.7803	1.3348	0.0864	0.8218	0.5290	-0.1950	-0.3180	0.0301	-2.5500
43.7500	6.0280	-0.0001	0.0100	0.3300	1.5747	-0.1270	0.0558	1.8275	1.3220	-5.4468	-1.8748	-0.3059	-1.0030	-0.1724	-0.1021	-2.7385
43.8000	6.0445	-0.0001	0.0100	0.3240	1.6134	-0.0785	0.0449	1.7696	1.4572	-1.3941	-1.6255	-2.1957	0.7818	-0.0996	0.1868	-2.2060
43.8500	6.0607	-0.0001	0.0100	0.3280	1.5025	-0.0740	-0.0021	1.6498	1.3552	3.3828	-0.4941	0.9727	1.8118	0.7696	-0.9491	-2.7150
43.9000	6.0771	-0.0001	0.0100	0.3240	1.6031	-0.1409	-0.0398	1.8836	1.3226	-0.9553	-0.0704	0.3228	0.7907	-0.4783	0.2113	-2.3238
43.9500	6.0933	-0.0001	0.0100	0.3280	1.5482	-0.1721	-0.0054	1.8907	1.2056	-8.0654	0.4809	-0.5383	0.0093	0.5316	-0.6308	-2.8044
44.0000	6.1097	-0.0001	0.0100	0.3260	1.6202	-0.0515	0.0427	1.7226	1.5178	-3.4205	-0.4601	0.7532	1.2791	-0.3035	0.6568	-3.3134
44.0500	6.1260	-0.0001	0.0100	0.3280	1.6034	-0.1145	0.0520	1.8313	1.3756	1.0246	0.1175	0.7331	1.6431	-0.5220	-0.3175	-2.7055
44.1000	6.1424	-0.0001	0.0100	0.3260	1.6408	-0.0757	-0.0491	1.7914	1.4901	-1.1123	-0.5845	0.0403	0.2667	0.2889	-0.9001	-1.7442
44.1500	6.1587	-0.0001	0.0100	0.3280	1.5656	-0.1193	0.0438	1.8031	1.3281	-2.8211	-0.0508	-0.6976	0.5776	0.1869	0.0204	-2.2532
44.2000	6.1751	-0.0001	0.0100	0.3260	1.6643	-0.0475	0.0301	1.7589	1.5697	1.2422	1.0848	0.2826	-0.0795	-0.2646	-0.7483	-2.6113
44.2500	6.1914	-0.0001	0.0100	0.3300	1.5594	-0.0651	0.0836	1.6889	1.4298	2.3375	-0.4279	1.8249	0.9416	-0.7987	-0.6700	-2.2861
44.3000	6.2079	-0.0001	0.0100	0.3240	1.6335	-0.0718	0.0634	1.7765	1.4906	-3.4882	-0.3076	1.0161	-0.8165	0.7987	0.2603	-2.4369
44.3500	6.2241	-0.0001	0.0100	0.3300	1.5870	-0.0969	-0.0480	1.7798	1.3941	-5.7322	-0.0233	-1.5418	0.5509	0.1141	0.2946	-2.1589
44.4000	6.2406	-0.0001	0.0100	0.3240	1.5722	-0.0250	0.0383	1.6219	1.5225	-0.2419	0.8354	-0.3008	0.5686	-0.4151	-0.7239	-2.4463
44.4500	6.2568	-0.0001	0.0100	0.3300	1.6226	-0.0534	0.0569	1.7288	1.5163	4.6456	-0.5497	-0.2065	0.0537	-0.6676	0.0644	-3.1060
44.5000	6.2733	-0.0001	0.0100	0.3240	1.6204	-0.0456	-0.0518	1.7112	1.5296	0.8926	-0.4205	1.1858	-0.4347	0.1918	0.1085	-3.1909
44.5500	6.2895	-0.0001	0.0100	0.3300	1.6026	-0.0117	-0.0486	1.6260	1.5793	-5.6252	1.6783	-0.2276	0.3023	0.3132	-0.3713	-2.7150
44.6000	6.3060	-0.0001	0.0100	0.3240	1.5628	-0.0953	0.0290	1.7525	1.3731	-2.3110	0.0162	0.5487	0.8617	-0.1335	0.0351	-1.9751
44.6500	6.3222	-0.0001	0.0100	0.3280	1.6824	-0.0802	0.0514	1.8421	1.5228	2.8655	1.1666	1.0661	-0.7455	-0.8715	0.3826	-2.4416
44.7000	6.3386	-0.0001	0.0100	0.3260	1.6066	-0.0542	0.0345	1.7145	1.4988	-0.4381	-0.5845	0.0403	0.2224	-0.7890	0.1134	-2.3191
44.7500	6.3549	-0.0001	0.0100	0.3280	1.6068	-0.0405	0.0394	1.6874	1.5263	-6.1318	1.9312	0.2469	0.0004	-0.2841	-0.2539	-2.8940
44.8000	6.3713	-0.0001	0.0100	0.3240	1.5563	-0.0591	-0.0060	1.6740	1.4387	-0.6271	1.4133	-0.7422	1.2169	-0.3131	0.0498	-2.7244
44.8500	6.3875	-0.0001	0.0100	0.3300	1.5111	-0.0718	0.0350	1.6539	1.3683	2.3160	0.5917	1.0044	1.5632	0.2889	-1.0666	-2.0976
44.9000	6.4040	-0.0001	0.0100	0.3260	1.6186	-0.1070	0.0192	1.8315	1.4056	-2.2325	0.5131	1.7700	-0.6656	-0.3375	-0.6308	-2.0411
44.9500	6.4203	-0.0001	0.0100	0.3300	1.5846	-0.0356	0.0438	1.6555	1.5138	-8.4792	0.5003	-1.1373	-0.1594	-0.6337	0.0204	-2.3473
45.0000	6.4368	-0.0001	0.0100	0.3260	1.6079	-0.1042	0.0279	1.8153	1.4006	-2.6927	1.1852	0.4942	-0.2305	-0.2161	-0.5231	-3.2474
45.0500	6.4531	-0.0001	0.0100	0.3300	1.5852	-0.0568	0.0246	1.6983	1.4721	6.1618	-0.0372	-1.5274	-0.7099	0.5026	0.8869	-2.1354
45.1000	6.4696	-0.0001	0.0100	0.3240	1.6504	-0.0872	0.0181	1.8239	1.4768	2.2482	0.5069	0.7240	-1.0651	0.0267	0.4022	-2.3285
45.1500	6.4858	-0.0001	0.0100	0.3300	1.4977	-0.0741	-0.0311	1.6451	1.3503	-2.5928	1.6452	-0.0354	-0.8165	0.0218	-0.9148	-3.1909
45.2000	6.5023	-0.0001	0.0100	0.3240	1.5668	-0.1127	-0.0425	1.7912	1.3424	-1.1480	0.0057	-0.7825	0.2046	0.6530	-0.5867	-3.2144
45.2500	6.5185	-0.0001	0.0100	0.3300	1.6017	-0.0671	-0.0682	1.7352	1.4681	1.3956	1.4837	1.6318	0.4177	-0.0316	0.2603	-3.2239
45.3000	6.5350	-0.0001	0.0100	0.3240	1.5821	-0.1059	-0.0327	1.7928	1.3713	-2.5607	-0.7034	-0.0208	1.3501	-0.0170	0.0301	-2.6442
45.3500	6.5512	-0.0001	0.0100	0.3280	1.6593	-0.0559	-0.0404	1.7706	1.5480	-1.9899	1.5888	0.0494	0.0359	0.1675	0.4609	-2.5264
45.4000	6.5676	-0.0001	0.0100	0.3240	1.6326	-0.1141	-0.0398	1.8596	1.4057	2.3553	2.7080	0.7043	1.2169	0.1141	-0.3469	-2.7668
45.4500	6.5838	-0.0001	0.0100	0.3280	1.6090	-0.0762	-0.0644	1.7605	1.4574	0.9247	-0.1799	-0.8531	1.1725	0.3325	-0.2489	-2.0505
45.5000	6.6002	-0.0001	0.0100	0.3240	1.6214	-0.0332	-0.0180	1.6876	1.5553	-5.8321	0.3624	1.4527	-1.6067	0.6579	0.0791	-3.3558
45.5500	6.6164	-0.0001	0.0100	0.3280	1.6382	-0.1155	-0.0535	1.8681	1.4084	-2.6214	-0.2558	-1.4059	-0.5768	-0.0461	0.0252	-2.1777
45.6000	6.6328	-0.0001	0.0100	0.3260	1.5844	-0.0464	-0.0344	1.6767	1.4920	-0.4309	-0.1155	-1.1830	1.3678	-0.3812	-0.6797	-2.1777
45.6500	6.6491	-0.0001	0.0100	0.3300	1.6087	-0.1384	0.0334	1.8842	1.3333	-3.3919	0.9232	0.7133	-0.9763	-0.3277	-0.1217	-2.9128
45.7000	6.6656	-0.0001	0.0100	0.3240	1.5622	-0.0965	-0.0398	1.7542	1.3701	-2.5536	0.0602	0.8452	-1.2249	-0.4346	0.2456	-2.9506
45.7500	6.6818	-0.0001	0.0100	0.3300	1.6292	-0.0944	-0.0469	1.8171	1.4414	-0.0563	0.3379	0.5572	-0.8964	0.4103	-0.1754	-1.8337
45.8000	6.6983	-0.0001	0.0100	0.3240	1.5995	-0.0590	0.0012	1.7169	1.4821	-0.5486	1.0803	0.4188	1.2791	-0.2889	0.2211	-2.6913
45.8500	6.7145	-0.0001	0.0100	0.3300	1.5688	-0.0697	-0.0354	1.7076	1.4300	-4.0127	-0.8325	-1.4131	-0.9142	-0.3520	-0.1167	-2.8799
45.9000	6.7310	-0.0001	0.0100	0.3260	1.6227	-0.0531	0.0143	1.7284	1.5169	-1.9364	0.4614	1.2974	0.9416	0.3471	-0.3126	-3.6715
45.9500	6.7473	-0.0001	0.0100	0.3300	1.5599	-0.1712	0.0312	1.9006	1.2192	1.3849	-1.2860	-1.4953	0.8173	0.2549	0.4904	-3.5207
46.0000	6.7638	-0.0001	0.0100	0.3240	1.4987	-0.0841	-0.0436	1.6661	1.3313	1.0460	1.5392	0.3376	1.0393	-0.8958	0.5148	-3.6621
46.0500	6.7800	-0.0001	0.0100	0.3300	1.5700	-0.1468	-0.0535	1.8620	1.2779	2.2412	-0.5908	-1.0059	-0.2305	-0.7744	-0.5427	-2.9364
46.1000	6.7965	-0.0001	0.0100	0.3240	1.5980	-0.0672	-0.0568	1.7318	1.4642	1.3136	-0.5746	-0.6806	0.0359	0.5413	0.0644	-3.2709
46.1500	6.8127	-0.0001	0.0100	0.3280	1.5584	-0.0888	-0.0409	1.7351	1.3817	-2.7854	-0.7056	0.8763	1.3589	-0.0753	-0.6650	-2.3757
46.2000	6.8291	-0.0001	0.0100	0.3240	1.5796	-0.0370	0.0312	1.6532	1.5060	-0.9945	-0.5410	1.1792	-0.3281	0.2112	-0.3518	-2.5735
46.2500	6.8453	-0.0001	0.0100	0.3300	1.6446	-0.0948	-0.0027	1.8333	1.4560	0.6322	0.0154	-1.0820	1.5187	-0.6676	0.0644	-2.9977
46.3000	6.8618	-0.0001	0.0100	0.3240	1.5734	-0.1009	0.0214	1.7742	1.3726	-2.1326	-0.0428	-2.1794	-0.3015	-0.8521	0.2113	-2.3710
46.3500	6.8780	-0.0001	0.0100	0.3280	1.6412	-0.1170	0.0170	1.8741	1.4083	-3.3598	0.5028	0.4388	0.7285	0.3666	-0.1950	-3.1767
46.4000	6.8944	-0.0001	0.0100	0.3260	1.5406	-0.0916	0.0186	1.7228	1.3583	-1.1373	-1.8840	-0.8489	-0.2216	0.6482	-0.6700	-2.5453
46.4500	6.9107	-0.0001	0.0100	0.3300	1.6087	-0.0999	0.0061	1.8076	1.4098	-0.2276	-1.0120	1.2203	1.0748	-0.0801	0.0056	-2.8375
46.5000	6.9272	-0.0001	0.0100	0.3260	1.6020	-0.1096	-0.0043	1.8201	1.3838	-3.2314	1.3176	-0.2746	0.5598	0.4151	0.1525	-2.3332
46.5500	6.9435	-0.0001	0.0100	0.3300	1.5392	-0.0876	0.0104	1.7135	1.3650	-5.3576	0.0340	-1.6538	0.5598	0.2451	0.2553	-2.2248
46.6000	6.9600	-0.0001	0.0100	0.3240	1.5369	-0.0796	0.0164	1.6953	1.3784	1.4420	-0.3372	-0.1373	1.1281	-0.3180	-0.1657	-3.0966
